CHROM-BIN_START-BIN_END,N_VARIANTS,WEIGHTED_FST,MEAN_FST
A01-2625001-2725000,25,0.280171,0.230504
A01-2650001-2750000,12,0.319054,0.279951
A01-2675001-2775000,10,0.361373,0.315981
A01-2700001-2800000,13,0.288091,0.240951
A01-2725001-2825000,6,0.102419,0.0842724
A01-2750001-2850000,6,0.21611,0.166407
A01-2775001-2875000,6,0.21611,0.166407
A01-2800001-2900000,15,0.251233,0.198724
A01-2825001-2925000,15,0.251233,0.198724
A01-2850001-2950000,22,0.19685,0.135174
A01-2875001-2975000,25,0.191467,0.131303
A01-2900001-3000000,18,0.0760691,0.0615424
A01-2925001-3025000,22,0.147288,0.116282
A01-2950001-3050000,16,0.223949,0.180666
A01-2975001-3075000,14,0.215451,0.183096
A01-3000001-3100000,13,0.294515,0.228586
A01-3025001-3125000,10,0.299137,0.204615
A01-3050001-3150000,7,0.213635,0.160309
A01-3075001-3175000,8,0.221767,0.16335
A01-3100001-3200000,6,0.275578,0.234965
A01-3125001-3225000,7,0.193201,0.20553
A01-3150001-3250000,8,0.192098,0.182027
A01-3175001-3275000,6,0.251754,0.215024
A01-3200001-3300000,3,0.290797,0.190465
A01-3225001-3325000,1,0.0175035,0.0175035
A01-3250001-3350000,2,0.502108,0.497261
A01-3275001-3375000,7,0.460564,0.433605
A01-3300001-3400000,8,0.447859,0.410975
A01-3325001-3425000,8,0.447859,0.410975
A01-3350001-3450000,6,0.421124,0.382214
A01-3375001-3475000,1,0.25257,0.25257
A01-3400001-3500000,6,0.0442552,0.0359655
A01-3425001-3525000,28,0.182592,0.114027
A01-3450001-3550000,28,0.182592,0.114027
A01-3475001-3575000,28,0.182592,0.114027
A01-3500001-3600000,22,0.200304,0.135317
A01-3525001-3625000,4,0.113741,0.0996711
A01-3550001-3650000,4,0.113741,0.0996711
A01-3575001-3675000,4,0.113741,0.0996711
A01-3600001-3700000,4,0.113741,0.0996711
A01-3625001-3725000,1,0.0650331,0.0650331
A01-3650001-3750000,3,0.0473052,0.0475191
A01-3675001-3775000,3,0.0473052,0.0475191
A01-3700001-3800000,3,0.0473052,0.0475191
A01-3725001-3825000,3,0.0527692,0.0492263
A01-3750001-3850000,2,0.186818,0.151069
A01-3775001-3875000,6,0.209551,0.16808
A01-3800001-3900000,8,0.159515,0.132672
A01-3825001-3925000,7,0.168086,0.141603
A01-3850001-3950000,8,0.149992,0.133887
A01-3875001-3975000,4,0.0977304,0.0911886
A01-3900001-4000000,2,0.155519,0.155931
A01-3925001-4025000,8,0.0673496,0.0632444
A01-3950001-4050000,21,0.0170153,0.0232533
A01-3975001-4075000,22,0.0187628,0.0240324
A01-4000001-4100000,24,0.0186005,0.0223489
A01-4025001-4125000,18,0.0129257,0.0190155
A01-4050001-4150000,3,0.0282572,0.0160179
A01-4075001-4175000,6,0.103634,0.129138
A01-4100001-4200000,7,0.214343,0.220021
A01-4125001-4225000,17,0.196167,0.150902
A01-4150001-4250000,18,0.195864,0.153191
A01-4175001-4275000,14,0.209579,0.142163
A01-4200001-4300000,11,0.17692,0.110664
A01-4225001-4325000,1,0.192117,0.192117
A01-4250001-4350000,10,0.152783,0.111817
A01-4275001-4375000,10,0.152783,0.111817
A01-4300001-4400000,16,0.163954,0.130976
A01-4325001-4425000,16,0.163954,0.130976
A01-4350001-4450000,6,0.182443,0.162907
A01-4375001-4475000,6,0.182443,0.162907
A01-4450001-4550000,3,0.191858,0.197154
A01-4475001-4575000,3,0.191858,0.197154
A01-4500001-4600000,5,0.202662,0.201369
A01-4525001-4625000,5,0.202662,0.201369
A01-4550001-4650000,2,0.221391,0.207693
A01-4575001-4675000,2,0.221391,0.207693
A01-4650001-4750000,18,0.428041,0.231258
A01-4675001-4775000,18,0.428041,0.231258
A01-4700001-4800000,18,0.428041,0.231258
A01-4725001-4825000,18,0.428041,0.231258
A01-4775001-4875000,1,0.0466348,0.0466348
A01-4800001-4900000,8,0.222587,0.19305
A01-4825001-4925000,8,0.222587,0.19305
A01-4850001-4950000,14,0.516871,0.342222
A01-4875001-4975000,13,0.521763,0.36496
A01-4900001-5000000,6,0.755575,0.541118
A01-4925001-5025000,6,0.755575,0.541118
A01-5000001-5100000,10,0.202139,0.184586
A01-5025001-5125000,19,0.214948,0.186591
A01-5050001-5150000,19,0.214948,0.186591
A01-5075001-5175000,21,0.246863,0.207546
A01-5100001-5200000,11,0.284084,0.228418
A01-5125001-5225000,2,0.49895,0.406614
A01-5150001-5250000,2,0.49895,0.406614
A01-5175001-5275000,4,0.158052,0.153133
A01-5200001-5300000,28,0.156155,0.125195
A01-5225001-5325000,28,0.156155,0.125195
A01-5250001-5350000,29,0.152644,0.120274
A01-5275001-5375000,25,0.151902,0.115016
A01-5300001-5400000,1,-0.0175157,-0.0175157
A01-5325001-5425000,10,0.108507,0.0946734
A01-5350001-5450000,9,0.120945,0.107139
A01-5375001-5475000,14,0.127096,0.129132
A01-5400001-5500000,14,0.127096,0.129132
A01-5425001-5525000,5,0.13454,0.168719
A01-5450001-5550000,5,0.13454,0.168719
A01-5500001-5600000,11,0.262045,0.188221
A01-5525001-5625000,14,0.245578,0.18866
A01-5550001-5650000,14,0.245578,0.18866
A01-5575001-5675000,14,0.245578,0.18866
A01-5600001-5700000,3,0.170442,0.190273
A01-5675001-5775000,4,0.0555151,0.0641993
A01-5700001-5800000,4,0.0555151,0.0641993
A01-5725001-5825000,14,0.137343,0.13947
A01-5750001-5850000,15,0.132188,0.129757
A01-5775001-5875000,11,0.153272,0.153597
A01-5800001-5900000,22,0.159589,0.131315
A01-5825001-5925000,16,0.154715,0.102559
A01-5850001-5950000,15,0.162459,0.109811
A01-5875001-5975000,15,0.162459,0.109811
A01-5900001-6000000,4,0.145865,0.111951
A01-5950001-6050000,7,0.164012,0.160898
A01-5975001-6075000,8,0.153307,0.150301
A01-6000001-6100000,11,0.095109,0.111609
A01-6025001-6125000,11,0.095109,0.111609
A01-6050001-6150000,4,0.012901,0.0253535
A01-6075001-6175000,9,0.155628,0.14993
A01-6100001-6200000,6,0.242246,0.220679
A01-6125001-6225000,6,0.242246,0.220679
A01-6150001-6250000,6,0.242246,0.220679
A01-6200001-6300000,12,0.0792313,0.0896045
A01-6225001-6325000,12,0.0792313,0.0896045
A01-6250001-6350000,12,0.0792313,0.0896045
A01-6275001-6375000,18,0.103399,0.106152
A01-6300001-6400000,6,0.137537,0.139246
A01-6325001-6425000,6,0.137537,0.139246
A01-6350001-6450000,9,0.117685,0.125147
A01-6375001-6475000,6,0.0557677,0.070189
A01-6400001-6500000,6,0.0557677,0.070189
A01-6425001-6525000,6,0.0557677,0.070189
A01-6450001-6550000,3,0.0387311,0.0434279
A01-6475001-6575000,14,0.205104,0.156088
A01-6500001-6600000,14,0.205104,0.156088
A01-6525001-6625000,14,0.205104,0.156088
A01-6550001-6650000,14,0.205104,0.156088
A01-6575001-6675000,1,0.0786994,0.0786994
A01-6600001-6700000,8,0.0490107,0.0546781
A01-6625001-6725000,10,0.0352236,0.0423251
A01-6650001-6750000,10,0.0352236,0.0423251
A01-6675001-6775000,9,0.0319725,0.0382835
A01-6700001-6800000,6,0.0257911,0.0553206
A01-6725001-6825000,4,0.0568028,0.0865244
A01-6750001-6850000,4,0.0568028,0.0865244
A01-6775001-6875000,4,0.0568028,0.0865244
A01-6800001-6900000,18,0.120749,0.123646
A01-6825001-6925000,18,0.120749,0.123646
A01-6850001-6950000,18,0.120749,0.123646
A01-6875001-6975000,18,0.120749,0.123646
A01-6975001-7075000,18,0.0810414,0.0658291
A01-7000001-7100000,21,0.0961839,0.0748246
A01-7025001-7125000,21,0.0961839,0.0748246
A01-7050001-7150000,21,0.0961839,0.0748246
A01-7075001-7175000,6,0.155399,0.107112
A01-7100001-7200000,3,0.135663,0.0854266
A01-7125001-7225000,3,0.135663,0.0854266
A01-7150001-7250000,5,0.17882,0.124077
A01-7175001-7275000,2,0.335192,0.182052
A01-7200001-7300000,2,0.335192,0.182052
A01-7225001-7325000,2,0.335192,0.182052
A01-7375001-7475000,4,0.252119,0.267388
A01-7400001-7500000,7,0.171861,0.191487
A01-7425001-7525000,19,0.171179,0.120083
A01-7450001-7550000,28,0.206157,0.158597
A01-7475001-7575000,27,0.229812,0.154945
A01-7500001-7600000,24,0.25436,0.163027
A01-7525001-7625000,19,0.342438,0.276864
A01-7550001-7650000,10,0.395316,0.310127
A01-7575001-7675000,7,0.404542,0.32699
A01-7600001-7700000,10,0.32409,0.274624
A01-7625001-7725000,12,0.173255,0.163287
A01-7650001-7750000,17,0.185367,0.172406
A01-7675001-7775000,21,0.149997,0.144959
A01-7700001-7800000,20,0.137142,0.129282
A01-7725001-7825000,19,0.187832,0.164679
A01-7750001-7850000,14,0.181494,0.154104
A01-7775001-7875000,11,0.280966,0.231671
A01-7800001-7900000,12,0.325533,0.243411
A01-7825001-7925000,7,0.212639,0.153557
A01-7850001-7950000,7,0.212639,0.153557
A01-7875001-7975000,16,0.110543,0.0868723
A01-7900001-8000000,24,0.153051,0.122898
A01-7925001-8025000,27,0.19688,0.15696
A01-7950001-8050000,37,0.238536,0.164356
A01-7975001-8075000,27,0.303523,0.194887
A01-8000001-8100000,16,0.341761,0.208187
A01-8025001-8125000,15,0.364821,0.205656
A01-8050001-8150000,26,0.320586,0.267758
A01-8075001-8175000,29,0.307577,0.257962
A01-8100001-8200000,29,0.307577,0.257962
A01-8125001-8225000,24,0.305316,0.259972
A01-8150001-8250000,3,0.14906,0.173065
A01-8325001-8425000,10,0.0962903,0.0753854
A01-8350001-8450000,12,0.259018,0.165023
A01-8375001-8475000,12,0.259018,0.165023
A01-8400001-8500000,18,0.24867,0.173479
A01-8425001-8525000,8,0.381669,0.296096
A01-8450001-8550000,12,0.146821,0.102279
A01-8475001-8575000,20,0.373027,0.225669
A01-8500001-8600000,14,0.438943,0.240788
A01-8525001-8625000,14,0.438943,0.240788
A01-8550001-8650000,11,0.503471,0.374504
A01-8575001-8675000,12,0.214426,0.160965
A01-8600001-8700000,14,0.205359,0.150297
A01-8625001-8725000,14,0.205359,0.150297
A01-8650001-8750000,11,0.132752,0.115512
A01-8675001-8775000,2,0.0894962,0.086287
A01-8725001-8825000,9,0.0818888,0.0364618
A01-8750001-8850000,9,0.0818888,0.0364618
A01-8775001-8875000,9,0.0818888,0.0364618
A01-8800001-8900000,9,0.0818888,0.0364618
A01-8950001-9050000,4,0.140093,0.143847
A01-8975001-9075000,7,0.16397,0.1243
A01-9000001-9100000,7,0.16397,0.1243
A01-9025001-9125000,7,0.16397,0.1243
A01-9050001-9150000,3,0.214227,0.0982379
A01-9075001-9175000,10,0.192462,0.19543
A01-9100001-9200000,10,0.192462,0.19543
A01-9125001-9225000,15,0.273497,0.229363
A01-9150001-9250000,15,0.273497,0.229363
A01-9175001-9275000,29,0.15599,0.107928
A01-9200001-9300000,29,0.15599,0.107928
A01-9225001-9325000,26,0.0983391,0.0864347
A01-9250001-9350000,29,0.0916387,0.0793317
A01-9275001-9375000,5,0.170827,0.131369
A01-9300001-9400000,5,0.170827,0.131369
A01-9325001-9425000,5,0.0942122,0.0776117
A01-9350001-9450000,7,0.0994649,0.0997092
A01-9375001-9475000,7,0.0994649,0.0997092
A01-9400001-9500000,7,0.0994649,0.0997092
A01-9425001-9525000,10,0.0505411,0.0558441
A01-9450001-9550000,5,0.0206025,0.0390434
A01-9475001-9575000,5,0.0206025,0.0390434
A01-9500001-9600000,6,0.0208769,0.0382813
A01-9525001-9625000,1,0.0344703,0.0344703
A01-9550001-9650000,1,0.0344703,0.0344703
A01-9575001-9675000,7,0.246602,0.150082
A01-9600001-9700000,6,0.248718,0.169351
A01-9625001-9725000,6,0.248718,0.169351
A01-9650001-9750000,12,0.265587,0.165361
A01-9675001-9775000,6,0.294195,0.161371
A01-9700001-9800000,12,0.170534,0.0891894
A01-9725001-9825000,12,0.170534,0.0891894
A01-9750001-9850000,6,0.0363193,0.0170082
A01-9775001-9875000,25,0.131706,0.103253
A01-9800001-9900000,19,0.153831,0.130488
A01-9825001-9925000,19,0.153831,0.130488
A01-9850001-9950000,19,0.153831,0.130488
A01-9875001-9975000,8,0.0621338,0.0430087
A01-9900001-10000000,8,0.0621338,0.0430087
A01-9925001-10025000,15,0.0838581,0.0577225
A01-9950001-10050000,15,0.0838581,0.0577225
A01-9975001-10075000,7,0.114208,0.0745383
A01-10000001-10100000,9,0.141096,0.109345
A01-10025001-10125000,2,0.268604,0.231168
A01-10050001-10150000,5,0.216689,0.201961
A01-10075001-10175000,5,0.216689,0.201961
A01-10100001-10200000,8,0.21455,0.201453
A01-10125001-10225000,9,0.210769,0.200272
A01-10150001-10250000,6,0.220575,0.209162
A01-10175001-10275000,6,0.220575,0.209162
A01-10200001-10300000,2,0.0982824,0.0905695
A01-10225001-10325000,6,0.0199586,0.02341
A01-10250001-10350000,18,0.07487,0.0813601
A01-10275001-10375000,18,0.07487,0.0813601
A01-10300001-10400000,20,0.136897,0.114098
A01-10325001-10425000,17,0.171428,0.149424
A01-10350001-10450000,5,0.274054,0.243239
A01-10375001-10475000,5,0.274054,0.243239
A01-10400001-10500000,3,0.201779,0.130838
A01-10425001-10525000,1,-0.0158854,-0.0158854
A01-10450001-10550000,14,0.173654,0.0961488
A01-10475001-10575000,14,0.173654,0.0961488
A01-10500001-10600000,13,0.185866,0.104767
A01-10525001-10625000,13,0.185866,0.104767
A01-10550001-10650000,5,0.181999,0.152031
A01-10575001-10675000,6,0.161964,0.129435
A01-10600001-10700000,6,0.161964,0.129435
A01-10625001-10725000,9,0.103232,0.108148
A01-10650001-10750000,4,0.044773,0.0532947
A01-10675001-10775000,3,0.0479959,0.0655731
A01-10700001-10800000,15,0.11212,0.107459
A01-10725001-10825000,12,0.125654,0.117931
A01-10750001-10850000,12,0.125654,0.117931
A01-10775001-10875000,12,0.125654,0.117931
A01-10825001-10925000,2,0.261095,0.236646
A01-10850001-10950000,4,0.240245,0.229079
A01-10875001-10975000,15,0.26824,0.245718
A01-10900001-11000000,15,0.26824,0.245718
A01-10925001-11025000,17,0.208541,0.195239
A01-10950001-11050000,23,0.161854,0.147693
A01-10975001-11075000,20,0.0888505,0.0798847
A01-11000001-11100000,26,0.133301,0.113557
A01-11025001-11125000,31,0.160847,0.150706
A01-11050001-11150000,27,0.16926,0.159889
A01-11075001-11175000,24,0.169618,0.149557
A01-11100001-11200000,18,0.127119,0.124142
A01-11125001-11225000,9,0.0348712,0.0453996
A01-11150001-11250000,5,0.0313586,0.0485159
A01-11200001-11300000,1,0.126546,0.126546
A01-11225001-11325000,1,0.126546,0.126546
A01-11250001-11350000,1,0.126546,0.126546
A01-11275001-11375000,1,0.126546,0.126546
A01-11300001-11400000,11,0.091267,0.106618
A01-11325001-11425000,15,0.109389,0.129363
A01-11350001-11450000,15,0.109389,0.129363
A01-11375001-11475000,18,0.104135,0.122348
A01-11400001-11500000,7,0.149713,0.147066
A01-11425001-11525000,7,0.117302,0.113142
A01-11450001-11550000,7,0.117302,0.113142
A01-11475001-11575000,4,0.158415,0.132544
A01-11500001-11600000,4,0.158415,0.132544
A01-11575001-11675000,4,0.142321,0.144402
A01-11600001-11700000,4,0.142321,0.144402
A01-11625001-11725000,6,0.153506,0.147788
A01-11650001-11750000,9,0.12128,0.105906
A01-11675001-11775000,5,0.0851951,0.0751104
A01-11700001-11800000,5,0.0851951,0.0751104
A01-11725001-11825000,3,0.028053,0.0221443
A01-11750001-11850000,8,0.082303,0.0957013
A01-11775001-11875000,8,0.082303,0.0957013
A01-11800001-11900000,12,0.0608487,0.0717406
A01-11825001-11925000,14,0.0572509,0.0703482
A01-11850001-11950000,6,0.0311126,0.0365441
A01-11875001-11975000,12,0.0904643,0.0869636
A01-11900001-12000000,8,0.127792,0.118536
A01-11925001-12025000,6,0.169411,0.137383
A01-11950001-12050000,6,0.169411,0.137383
A01-12050001-12150000,2,0.0948175,0.0670437
A01-12075001-12175000,2,0.0948175,0.0670437
A01-12100001-12200000,2,0.0948175,0.0670437
A01-12125001-12225000,8,0.109684,0.0867181
A01-12150001-12250000,8,0.0764948,0.0711656
A01-12175001-12275000,8,0.0764948,0.0711656
A01-12200001-12300000,8,0.0764948,0.0711656
A01-12225001-12325000,2,0.00541817,0.00483352
A01-12325001-12425000,13,0.10309,0.0874023
A01-12350001-12450000,13,0.10309,0.0874023
A01-12375001-12475000,13,0.10309,0.0874023
A01-12400001-12500000,13,0.10309,0.0874023
A01-12425001-12525000,1,0.311239,0.311239
A01-12450001-12550000,1,0.311239,0.311239
A01-12475001-12575000,1,0.311239,0.311239
A01-12500001-12600000,9,0.188653,0.218308
A01-12525001-12625000,16,0.256169,0.205131
A01-12550001-12650000,22,0.25548,0.20618
A01-12575001-12675000,29,0.314726,0.240083
A01-12600001-12700000,21,0.366827,0.252803
A01-12625001-12725000,13,0.380805,0.2831
A01-12650001-12750000,7,0.423733,0.346633
A01-12750001-12850000,1,0.108689,0.108689
A01-12775001-12875000,1,0.108689,0.108689
A01-12800001-12900000,1,0.108689,0.108689
A01-12825001-12925000,1,0.108689,0.108689
A01-12975001-13075000,5,0.297071,0.24829
A01-13000001-13100000,5,0.297071,0.24829
A01-13025001-13125000,10,0.231867,0.170955
A01-13050001-13150000,11,0.238777,0.181206
A01-13075001-13175000,23,0.345184,0.230592
A01-13100001-13200000,23,0.345184,0.230592
A01-13125001-13225000,18,0.384639,0.268639
A01-13150001-13250000,17,0.392544,0.267752
A01-13225001-13325000,10,0.314816,0.176153
A01-13250001-13350000,10,0.314816,0.176153
A01-13275001-13375000,10,0.314816,0.176153
A01-13300001-13400000,10,0.314816,0.176153
A01-13375001-13475000,1,-0.0113682,-0.0113682
A01-13400001-13500000,18,0.34097,0.240795
A01-13425001-13525000,18,0.34097,0.240795
A01-13450001-13550000,18,0.34097,0.240795
A01-13475001-13575000,17,0.36414,0.255629
A01-13600001-13700000,1,0.196738,0.196738
A01-13625001-13725000,1,0.196738,0.196738
A01-13650001-13750000,1,0.196738,0.196738
A01-13675001-13775000,1,0.196738,0.196738
A01-13850001-13950000,4,0.164119,0.151453
A01-13875001-13975000,4,0.164119,0.151453
A01-13900001-14000000,4,0.164119,0.151453
A01-13925001-14025000,4,0.164119,0.151453
A01-14000001-14100000,7,0.392628,0.255774
A01-14025001-14125000,7,0.392628,0.255774
A01-14050001-14150000,7,0.392628,0.255774
A01-14075001-14175000,7,0.392628,0.255774
A01-14100001-14200000,17,0.491593,0.35028
A01-14125001-14225000,17,0.491593,0.35028
A01-14150001-14250000,20,0.535234,0.365106
A01-14175001-14275000,22,0.526035,0.359231
A01-14200001-14300000,5,0.611821,0.389664
A01-14225001-14325000,5,0.611821,0.389664
A01-14250001-14350000,2,0.396172,0.300478
A01-14275001-14375000,7,0.55175,0.321005
A01-14300001-14400000,24,0.405477,0.292057
A01-14325001-14425000,38,0.402424,0.264246
A01-14350001-14450000,38,0.402424,0.264246
A01-14375001-14475000,34,0.323743,0.234584
A01-14400001-14500000,17,0.304825,0.189031
A01-14425001-14525000,6,0.0597219,0.0561828
A01-14450001-14550000,6,0.0597219,0.0561828
A01-14475001-14575000,6,0.26338,0.172186
A01-14500001-14600000,6,0.26338,0.172186
A01-14525001-14625000,3,0.418843,0.292523
A01-14550001-14650000,3,0.418843,0.292523
A01-14625001-14725000,1,0.148149,0.148149
A01-14650001-14750000,1,0.148149,0.148149
A01-14675001-14775000,1,0.148149,0.148149
A01-14700001-14800000,1,0.148149,0.148149
A01-14725001-14825000,2,0.620046,0.464869
A01-14750001-14850000,2,0.620046,0.464869
A01-14775001-14875000,2,0.620046,0.464869
A01-14800001-14900000,5,0.326852,0.222387
A01-14825001-14925000,3,0.0633615,0.060733
A01-14850001-14950000,3,0.0633615,0.060733
A01-14875001-14975000,16,0.223206,0.176195
A01-14900001-15000000,13,0.284934,0.202841
A01-14925001-15025000,16,0.263978,0.193376
A01-14950001-15050000,16,0.263978,0.193376
A01-14975001-15075000,3,0.177946,0.152361
A01-15000001-15100000,3,0.177946,0.152361
A01-15050001-15150000,2,0.0381467,0.0381467
A01-15075001-15175000,5,0.784045,0.491955
A01-15100001-15200000,5,0.784045,0.491955
A01-15125001-15225000,5,0.784045,0.491955
A01-15150001-15250000,4,0.773125,0.639254
A01-15175001-15275000,1,0.173534,0.173534
A01-15200001-15300000,1,0.173534,0.173534
A01-15225001-15325000,2,0.0938421,0.0994552
A01-15250001-15350000,1,0.0253765,0.0253765
A01-15275001-15375000,3,0.0665304,0.0765494
A01-15300001-15400000,3,0.0665304,0.0765494
A01-15325001-15425000,2,0.102611,0.102136
A01-15350001-15450000,2,0.102611,0.102136
A01-15525001-15625000,7,0.166815,0.125003
A01-15550001-15650000,7,0.166815,0.125003
A01-15575001-15675000,13,0.135424,0.122751
A01-15600001-15700000,20,0.117669,0.0894648
A01-15625001-15725000,13,0.087077,0.0703287
A01-15650001-15750000,16,0.0830469,0.0693688
A01-15675001-15775000,10,0.0641881,0.0389155
A01-15700001-15800000,7,0.107106,0.0973713
A01-15725001-15825000,7,0.107106,0.0973713
A01-15750001-15850000,4,0.133292,0.121493
A01-15775001-15875000,15,0.101352,0.099809
A01-15800001-15900000,11,0.0882741,0.0919239
A01-15825001-15925000,25,0.12469,0.122766
A01-15850001-15950000,28,0.137418,0.127485
A01-15875001-15975000,17,0.20146,0.150495
A01-15900001-16000000,36,0.174779,0.132479
A01-15925001-16025000,37,0.20217,0.126336
A01-15950001-16050000,34,0.196776,0.122765
A01-15975001-16075000,34,0.196776,0.122765
A01-16000001-16100000,20,0.215649,0.136222
A01-16025001-16125000,5,0.159814,0.152259
A01-16050001-16150000,5,0.159814,0.152259
A01-16075001-16175000,18,0.307283,0.244391
A01-16100001-16200000,13,0.402367,0.279826
A01-16125001-16225000,13,0.402367,0.279826
A01-16150001-16250000,24,0.443463,0.325473
A01-16175001-16275000,11,0.476445,0.37942
A01-16200001-16300000,15,0.43767,0.331353
A01-16225001-16325000,22,0.35737,0.255752
A01-16250001-16350000,11,0.128197,0.132084
A01-16275001-16375000,14,0.239906,0.170516
A01-16300001-16400000,11,0.32277,0.199204
A01-16325001-16425000,4,0.472271,0.383748
A01-16350001-16450000,4,0.472271,0.383748
A01-16375001-16475000,1,0.600689,0.600689
A01-16475001-16575000,3,0.134785,0.138492
A01-16500001-16600000,8,0.192554,0.146732
A01-16525001-16625000,17,0.152034,0.129017
A01-16550001-16650000,17,0.152034,0.129017
A01-16575001-16675000,14,0.155442,0.126986
A01-16600001-16700000,13,0.116138,0.0986129
A01-16625001-16725000,4,0.12001,0.0656336
A01-16650001-16750000,10,0.105988,0.0775745
A01-16675001-16775000,10,0.105988,0.0775745
A01-16700001-16800000,7,0.0826878,0.0718355
A01-16725001-16825000,11,0.0617847,0.0556551
A01-16750001-16850000,5,0.0290015,0.0197992
A01-16775001-16875000,5,0.0290015,0.0197992
A01-16800001-16900000,6,0.0864693,0.09909
A01-16825001-16925000,6,0.270571,0.206149
A01-16850001-16950000,6,0.270571,0.206149
