Row.names	x	sample_1	sample_2	status	value_1	value_2	log2_fold_change	test_stat	p_value	q_value	significant
23	XLOC_000942	Bra036884,Bra036885	EUCA	ch	OK	274.191	130.932	-1.06636	-0.70282	0.0025	0.0345818	yes
24	XLOC_001025	Bra029919	EUCA	ch	OK	4.79888	9.72969	1.0197	0.805053	1e-04	0.00321	yes
25	XLOC_001061	Bra029986	EUCA	ch	OK	129.095	61.6398	-1.0665	-0.861872	0.00015	0.00446076	yes
26	XLOC_001181	Bra031484	EUCA	ch	OK	1.89428	4.97242	1.3923	0.758894	0.00435	0.0490454	yes
27	XLOC_001292	Bra023796	EUCA	ch	OK	2.48444	9.6072	1.9512	0.94159	0.0021	0.0306	yes
28	XLOC_001294	Bra023798	EUCA	ch	OK	18.0678	6.55053	-1.46374	-0.958531	1e-04	0.00321	yes
29	XLOC_001342	NA	EUCA	ch	OK	15.6124	0.608782	-4.68063	-2.10252	5e-05	0.00186884	yes
30	XLOC_001371	Bra023938	EUCA	ch	OK	9.82343	3.90829	-1.32969	-0.836739	0.0023	0.0325158	yes
31	XLOC_001554	Bra021085	EUCA	ch	OK	1.26497	9.08697	2.84469	1.10592	5e-05	0.00186884	yes
32	XLOC_001557	NA	EUCA	ch	OK	24.5382	101.27	2.04511	1.05263	1e-04	0.00321	yes
33	XLOC_001630	Bra038703	EUCA	ch	OK	2.87071	7.99991	1.47857	0.851868	0.00045	0.0099419	yes
34	XLOC_001634	Bra038697	EUCA	ch	OK	1.33204	5.8502	2.13485	1.12114	5e-05	0.00186884	yes
35	XLOC_001644	Bra038676	EUCA	ch	OK	6.00625	0.410305	-3.8717	-0.940676	5e-05	0.00186884	yes
36	XLOC_001706	Bra034077	EUCA	ch	OK	64.0403	12.9538	-2.30561	-1.3381	5e-05	0.00186884	yes
37	XLOC_001726	Bra040048,Bra040049	EUCA	ch	OK	6.16319	2.79613	-1.14025	-0.634504	0.0015	0.0244343	yes
38	XLOC_001787	Bra040247	EUCA	ch	OK	38.9827	2.75585	-3.82226	-2.31453	5e-05	0.00186884	yes
39	XLOC_001908	Bra011830	EUCA	ch	OK	57.421	31.0637	-0.886346	-0.665139	0.00065	0.012875	yes
40	XLOC_001928	Bra011783	EUCA	ch	OK	36.3173	23.351	-0.637177	-0.59189	0.0037	0.0442783	yes
41	XLOC_001962	Bra011719	EUCA	ch	OK	13.5852	42.3605	1.64069	1.10766	3e-04	0.00740769	yes
42	XLOC_001978	Bra011664	EUCA	ch	OK	14.1331	31.8553	1.17245	0.731735	0.0034	0.042312	yes
43	XLOC_002005	Bra011617	EUCA	ch	OK	5.35712	10.9075	1.02579	0.78979	0.00045	0.0099419	yes
44	XLOC_002114	Bra011366	EUCA	ch	OK	18.043	9.41304	-0.938703	-0.706422	0.00335	0.0418328	yes
45	XLOC_002135	Bra011333	EUCA	ch	OK	10.7844	20.8349	0.950061	0.783189	0.00145	0.0239415	yes
46	XLOC_002142	Bra011315	EUCA	ch	OK	23.7979	48.2782	1.02053	0.80354	0.00055	0.0115659	yes
47	XLOC_002168	Bra011260	EUCA	ch	OK	6.9551	12.1112	0.800196	0.493833	0.00395	0.0461073	yes
48	XLOC_002192	Bra011201	EUCA	ch	OK	91.9843	55.8321	-0.720293	-0.632462	0.0015	0.0244343	yes
49	XLOC_002273	Bra011024,Bra011025,Bra011026,Bra011027,Bra011028	EUCA	ch	OK	2.38113	6.2308	1.38777	0.544887	5e-05	0.00186884	yes
50	XLOC_002437	Bra013599	EUCA	ch	OK	20.5364	11.9085	-0.786191	-0.655106	0.00375	0.0445348	yes
51	XLOC_002510	Bra013741	EUCA	ch	OK	237.916	74.3702	-1.67766	-1.14911	5e-05	0.00186884	yes
52	XLOC_002547	Bra013853,Bra013854	EUCA	ch	OK	1.80364	4.89636	1.4408	0.823136	0.00035	0.00837697	yes
53	XLOC_002566	Bra013912	EUCA	ch	OK	16.6675	10.0554	-0.729071	-0.552057	0.00415	0.0476769	yes
54	XLOC_002592	Bra026455	EUCA	ch	OK	42.5743	18.8194	-1.17776	-0.729876	6e-04	0.0122629	yes
55	XLOC_002657	Bra026314	EUCA	ch	OK	305.88	164.088	-0.898496	-0.835623	1e-04	0.00321	yes
56	XLOC_002673	Bra026273,Bra026274	EUCA	ch	OK	12.5431	55.6561	2.14964	5.28747	5e-05	0.00186884	yes
57	XLOC_002675	Bra026271	EUCA	ch	OK	14.2121	3.91945	-1.8584	-0.812606	0.00045	0.0099419	yes
58	XLOC_002714	Bra038500,Bra038502	EUCA	ch	OK	16.6147	80.5198	2.27689	3.8402	5e-05	0.00186884	yes
59	XLOC_002734	Bra038453,Bra038454	EUCA	ch	OK	22.6448	10.7818	-1.07058	-0.815511	5e-05	0.00186884	yes
60	XLOC_002924	Bra029935	EUCA	ch	OK	12.6141	1.49584	-3.07601	-1.17889	5e-05	0.00186884	yes
61	XLOC_003002	Bra035470	EUCA	ch	OK	10.2597	4.18762	-1.29278	-0.925921	0.00045	0.0099419	yes
62	XLOC_003187	Bra023779,Bra023780	EUCA	ch	OK	10.3283	23.2904	1.17313	1.01887	5e-05	0.00186884	yes
63	XLOC_003215	Bra023830	EUCA	ch	OK	5.27344	16.0196	1.60302	1.06518	5e-05	0.00186884	yes
64	XLOC_003216	Bra023833,Bra023834	EUCA	ch	OK	339.687	25.5533	-3.73262	-0.374924	0.00215	0.0312036	yes
65	XLOC_003245	Bra023908	EUCA	ch	OK	62.6412	25.0762	-1.32079	-0.815031	0.00055	0.0115659	yes
66	XLOC_003310	Bra037560	EUCA	ch	OK	51.4186	99.562	0.953305	0.697753	0.00115	0.0201462	yes
67	XLOC_003427	Bra021135,Bra021136,Bra021137	EUCA	ch	OK	9.05498	4.94897	-0.871582	-0.576308	5e-04	0.0107633	yes
68	XLOC_003431	Bra021127,Bra021128	EUCA	ch	OK	20.8136	11.7836	-0.820751	-0.62412	0.0024	0.0334957	yes
69	XLOC_003498	Bra021498,Bra021499	EUCA	ch	OK	8.89802	15.1378	0.766603	0.627504	0.00325	0.0410538	yes
70	XLOC_003517	Bra038716	EUCA	ch	OK	10.1841	21.4278	1.07317	0.759947	2e-04	0.0055401	yes
71	XLOC_003577	Bra034095	EUCA	ch	OK	71.0928	28.6007	-1.31366	-1.02565	5e-05	0.00186884	yes
72	XLOC_003586	Bra034075	EUCA	ch	OK	28.4402	61.5853	1.11465	0.942827	0.00015	0.00446076	yes
73	XLOC_003617	Bra040037	EUCA	ch	OK	5.56255	2.05093	-1.43947	-0.690086	0.00345	0.0426425	yes
74	XLOC_003746	Bra040509	EUCA	ch	OK	11.6653	24.4931	1.07015	1.00276	5e-05	0.00186884	yes
75	XLOC_004478	Bra028866,Bra028867	EUCA	ch	OK	1.52794	5.73965	1.90937	0.914841	5e-05	0.00186884	yes
76	XLOC_004490	Bra028837	EUCA	ch	OK	16.4005	6.08395	-1.43066	-0.880049	5e-05	0.00186884	yes
77	XLOC_004508	Bra028798,Bra028799,Bra028800,Bra028801	EUCA	ch	OK	13.2455	2.04179	-2.6976	-1.46253	5e-05	0.00186884	yes
78	XLOC_004535	Bra028748	EUCA	ch	OK	11.6348	28.7168	1.30345	0.765843	2e-04	0.0055401	yes
79	XLOC_004550	Bra028713	EUCA	ch	OK	5.3854	2.28364	-1.23772	-0.698276	0.00345	0.0426425	yes
80	XLOC_004584	Bra028641	EUCA	ch	OK	8.44634	0.457049	-4.20791	-0.590183	5e-05	0.00186884	yes
81	XLOC_004609	Bra028595	EUCA	ch	OK	28.6896	14.6504	-0.969589	-0.838227	0.00015	0.00446076	yes
82	XLOC_004647	Bra023336,Bra023337	EUCA	ch	OK	8.53449	14.2022	0.734741	0.655243	0.0012	0.0208216	yes
83	XLOC_004656	Bra023366,Bra023367	EUCA	ch	OK	3.10103	5.82771	0.910183	0.666046	0.00105	0.0187556	yes
84	XLOC_004695	Bra023450	EUCA	ch	OK	31.1534	10.745	-1.53573	-1.27778	5e-05	0.00186884	yes
85	XLOC_004714	Bra023490	EUCA	ch	OK	4.81131	8.61808	0.840936	0.728098	0.0026	0.035382	yes
86	XLOC_004773	Bra023605,Bra023606,Bra023607	EUCA	ch	OK	3.03978	6.29506	1.05025	0.458227	0.0037	0.0442783	yes
87	XLOC_004774	Bra023608	EUCA	ch	OK	2.16307	28.2456	3.70687	1.53908	5e-05	0.00186884	yes
88	XLOC_004815	Bra023706,Bra023707	EUCA	ch	OK	118.22	64.4586	-0.875029	-0.770511	2e-04	0.0055401	yes
89	XLOC_004904	Bra020234	EUCA	ch	OK	2.58831	7.6238	1.5585	1.19597	5e-05	0.00186884	yes
90	XLOC_004945	Bra020323,Bra020324	EUCA	ch	OK	7.50446	21.1206	1.49283	0.854446	0.0014	0.0232566	yes
91	XLOC_005062	Bra035562	EUCA	ch	OK	12.3281	5.87962	-1.06816	-0.775035	0.00025	0.00655889	yes
92	XLOC_005114	Bra022659	EUCA	ch	OK	6.21877	1.41279	-2.13808	-0.972498	5e-05	0.00186884	yes
93	XLOC_005133	Bra022618	EUCA	ch	OK	5.36828	11.2054	1.06167	0.653502	0.0043	0.048784	yes
94	XLOC_005171	Bra022547	EUCA	ch	OK	2.20763	5.44807	1.30325	0.961243	2e-04	0.0055401	yes
95	XLOC_005216	Bra022469	EUCA	ch	OK	0.30834	14.5249	5.55787	1.98919	5e-05	0.00186884	yes
96	XLOC_005335	Bra007864	EUCA	ch	OK	74.5618	29.41	-1.34213	-1.07096	5e-05	0.00186884	yes
97	XLOC_005339	Bra007866	EUCA	ch	OK	9.53819	16.7767	0.814675	0.702356	0.00075	0.0144111	yes
98	XLOC_005351	Bra007886	EUCA	ch	OK	6.1318	2.4346	-1.33263	-1.01261	3e-04	0.00740769	yes
99	XLOC_005378	Bra007938	EUCA	ch	OK	1.77545	34.2031	4.26787	1.26213	0.00015	0.00446076	yes
100	XLOC_005422	Bra008024,Bra008025	EUCA	ch	OK	4.38221	24.7278	2.4964	0.501084	6e-04	0.0122629	yes
101	XLOC_005523	Bra008212	EUCA	ch	OK	2.733	6.31635	1.20861	0.522421	0.0039	0.0457192	yes
102	XLOC_005538	Bra008243,Bra008244,Bra008246	EUCA	ch	OK	10.2953	24.8401	1.27068	0.808792	0.00315	0.0403511	yes
103	XLOC_005640	Bra008429,Bra008430	EUCA	ch	OK	8.60802	22.2416	1.36951	0.630615	5e-05	0.00186884	yes
104	XLOC_005676	Bra008507	EUCA	ch	OK	64.9139	29.6246	-1.13173	-0.957852	2e-04	0.0055401	yes
105	XLOC_005819	Bra022000	EUCA	ch	OK	57.5574	27.2447	-1.07903	-0.863193	0.0026	0.035382	yes
106	XLOC_005825	Bra022011	EUCA	ch	OK	15.5856	4.96526	-1.65027	-0.882336	0.00045	0.0099419	yes
107	XLOC_005878	Bra022105	EUCA	ch	OK	13.8473	27.0542	0.966246	0.944681	0.00035	0.00837697	yes
108	XLOC_006222	Bra020567	EUCA	ch	OK	4.27741	9.09696	1.08865	0.820651	1e-04	0.00321	yes
109	XLOC_006276	Bra029415	EUCA	ch	OK	80.2035	37.909	-1.08113	-2.77405	5e-04	0.0107633	yes
110	XLOC_006306	Bra029349,Bra029350	EUCA	ch	OK	8.18659	2.51606	-1.7021	-0.778847	0.003	0.0390716	yes
111	XLOC_006439	Bra031836	EUCA	ch	OK	47.3643	4.54906	-3.38016	-3.78443	0.00055	0.0115659	yes
112	XLOC_006534	Bra028740,Bra028741	EUCA	ch	OK	2.94569	7.16853	1.28307	0.787511	1e-04	0.00321	yes
113	XLOC_006565	Bra028666	EUCA	ch	OK	32.9447	16.487	-0.998717	-0.845111	1e-04	0.00321	yes
114	XLOC_006582	Bra028617	EUCA	ch	OK	3.48397	10.9817	1.65629	0.948513	7e-04	0.0136425	yes
115	XLOC_006590	Bra028596	EUCA	ch	OK	5.81297	1.55005	-1.90696	-0.557386	0.00195	0.029114	yes
116	XLOC_006644	Bra023371	EUCA	ch	OK	2.67034	6.84359	1.35773	0.867062	5e-04	0.0107633	yes
117	XLOC_006707	Bra023518	EUCA	ch	OK	23.0794	47.2131	1.03258	1.00019	5e-05	0.00186884	yes
118	XLOC_006731	Bra023573	EUCA	ch	OK	34.0496	18.4231	-0.886124	-0.628229	0.0021	0.0306	yes
119	XLOC_006759	Bra023634	EUCA	ch	OK	6.18872	13.3805	1.11242	0.729822	0.0026	0.035382	yes
120	XLOC_006799	Bra023716	EUCA	ch	OK	0.887967	8.0806	3.18588	1.29603	5e-05	0.00186884	yes
121	XLOC_006838	Bra020115	EUCA	ch	OK	30.9334	12.6246	-1.29293	-0.685462	0.00385	0.0453278	yes
122	XLOC_006882	Bra020200	EUCA	ch	OK	92.8253	10.4291	-3.15391	-1.65714	5e-05	0.00186884	yes
123	XLOC_006892	Bra020215	EUCA	ch	OK	11.6117	26.1986	1.17392	1.0868	5e-05	0.00186884	yes
124	XLOC_006924	Bra020279	EUCA	ch	OK	0.942869	11.4999	3.60842	0.586015	2e-04	0.0055401	yes
125	XLOC_006984	Bra020405,Bra020406	EUCA	ch	OK	434.15	46.7036	-3.21659	-7.19759	5e-05	0.00186884	yes
126	XLOC_006987	Bra020412	EUCA	ch	OK	10.0444	5.0398	-0.994958	-0.806361	0.00025	0.00655889	yes
127	XLOC_006999	Bra020446	EUCA	ch	OK	1.20486	7.53353	2.64446	0.818371	5e-05	0.00186884	yes
128	XLOC_007059	Bra035554,Bra035555	EUCA	ch	OK	17.1362	1.03296	-4.05219	-1.17818	5e-05	0.00186884	yes
129	XLOC_007063	Bra035541,Bra035542,Bra035543,Bra035544	EUCA	ch	OK	25.4321	11.8137	-1.10619	-0.860939	5e-05	0.00186884	yes
130	XLOC_007090	Bra022697	EUCA	ch	OK	3.97768	8.22261	1.04767	0.667016	0.00365	0.0438724	yes
131	XLOC_007107	Bra022660	EUCA	ch	OK	14.082	7.22241	-0.963297	-0.598344	0.00115	0.0201462	yes
132	XLOC_007112	Bra022654	EUCA	ch	OK	5.42159	2.06503	-1.39255	-0.765487	5e-05	0.00186884	yes
133	XLOC_007154	Bra022574	EUCA	ch	OK	25.1054	12.4719	-1.00932	-0.830813	0.00015	0.00446076	yes
134	XLOC_007170	Bra022536	EUCA	ch	OK	2.84058	5.80291	1.03059	0.634822	0.0023	0.0325158	yes
135	XLOC_007219	Bra039756	EUCA	ch	OK	280.379	155.846	-0.847255	-0.872053	0.00025	0.00655889	yes
136	XLOC_007232	Bra034024,Bra034026,Bra034027,Bra034028	EUCA	ch	OK	22.5397	4.4142	-2.35224	-0.850993	5e-05	0.00186884	yes
137	XLOC_007239	Bra034012	EUCA	ch	OK	3.50189	7.96478	1.1855	0.942737	0.00045	0.0099419	yes
138	XLOC_007327	Bra007885	EUCA	ch	OK	27.6627	8.68536	-1.67128	-1.18561	5e-05	0.00186884	yes
139	XLOC_007350	Bra007930	EUCA	ch	OK	3.0104	27.9166	3.2131	0.453679	0.0031	0.0398509	yes
140	XLOC_007406	Bra008057	EUCA	ch	OK	3.1984	9.39265	1.55418	0.964862	0.00015	0.00446076	yes
141	XLOC_007429	Bra008100,Bra008101	EUCA	ch	OK	12.7947	3.48751	-1.87527	-0.751561	0.0016	0.0255298	yes
142	XLOC_007563	Bra008388,Bra008389	EUCA	ch	OK	18.5322	7.57061	-1.29156	-1.29504	5e-05	0.00186884	yes
143	XLOC_007572	NA	EUCA	ch	OK	2.42329	6.8891	1.50735	0.643182	1e-04	0.00321	yes
144	XLOC_007659	Bra018542,Bra018543	EUCA	ch	OK	1.1341	8.86353	2.96633	0.652948	5e-05	0.00186884	yes
145	XLOC_007670	Bra018521	EUCA	ch	OK	71.4395	10.7902	-2.72701	-1.73831	5e-05	0.00186884	yes
146	XLOC_007780	Bra022010	EUCA	ch	OK	78.7044	41.9069	-0.909255	-0.758208	0.00095	0.0173965	yes
147	XLOC_007804	Bra022048	EUCA	ch	OK	8.65762	20.0183	1.20927	0.803601	0.003	0.0390716	yes
148	XLOC_007813	Bra022064,Bra022065	EUCA	ch	OK	11.7778	20.2575	0.782388	0.623879	0.00375	0.0445348	yes
149	XLOC_007997	Bra032993	EUCA	ch	OK	14.2719	4.12538	-1.79058	-0.842574	0.0028	0.0373584	yes
150	XLOC_008020	Bra033044	EUCA	ch	OK	0.047884	7.99267	7.38299	0.216433	5e-05	0.00186884	yes
151	XLOC_008036	Bra033070,Bra033071	EUCA	ch	OK	33.8961	15.5907	-1.12043	-0.805647	0.00155	0.0249509	yes
152	XLOC_008100	Bra020666	EUCA	ch	OK	8.62074	16.7759	0.96051	0.683354	0.004	0.0464426	yes
153	XLOC_008153	Bra020549,Bra020551	EUCA	ch	OK	1363.16	499.692	-1.44785	-0.670602	6e-04	0.0122629	yes
154	XLOC_008195	Bra029402	EUCA	ch	OK	7.84865	2.45797	-1.67498	-0.588872	1e-04	0.00321	yes
155	XLOC_008208	Bra029382	EUCA	ch	OK	6.52989	0.70217	-3.21717	-0.97929	0.00015	0.00446076	yes
156	XLOC_008218	Bra029355,Bra029356	EUCA	ch	OK	105.63	32.9581	-1.68032	-1.28971	5e-05	0.00186884	yes
157	XLOC_008234	Bra029325	EUCA	ch	OK	1.65461	83.7358	5.66128	1.92757	5e-05	0.00186884	yes
158	XLOC_008257	Bra029272,Bra029273,Bra029274,Bra029275	EUCA	ch	OK	5.21589	18.2354	1.80575	0.953043	5e-05	0.00186884	yes
159	XLOC_008298	Bra031935	EUCA	ch	OK	7.02334	3.04053	-1.20784	-0.662742	0.0024	0.0334957	yes
160	XLOC_008309	Bra031912	EUCA	ch	OK	3.27447	9.15035	1.48256	0.830829	2e-04	0.0055401	yes
161	XLOC_008360	Bra031800	EUCA	ch	OK	9.63687	5.90549	-0.706509	-0.237485	0.0044	0.0495579	yes
162	XLOC_008760	NA	EUCA	ch	OK	0.273209	5.65815	4.37226	1.24762	9e-04	0.0167051	yes
163	XLOC_009027	Bra005708,Bra005709	EUCA	ch	OK	65.2821	35.4165	-0.882265	-0.393782	0.00335	0.0418328	yes
164	XLOC_009111	Bra005867	EUCA	ch	OK	5.92441	20.1134	1.76342	0.425728	3e-04	0.00740769	yes
165	XLOC_009119	Bra005884,Bra005885	EUCA	ch	OK	67.6048	31.6541	-1.09473	-0.649043	0.0013	0.0220656	yes
166	XLOC_009136	Bra005929	EUCA	ch	OK	5.78696	11.0114	0.928121	0.692174	0.0038	0.0449818	yes
167	XLOC_009177	Bra006033	EUCA	ch	OK	67.3416	31.298	-1.10543	-0.903169	1e-04	0.00321	yes
168	XLOC_009254	Bra006205	EUCA	ch	OK	2.03237	6.65486	1.71124	0.893982	0.00145	0.0239415	yes
169	XLOC_009258	Bra006212	EUCA	ch	OK	0.91534	6.28439	2.77939	1.33391	5e-05	0.00186884	yes
170	XLOC_009264	Bra006226,Bra006227,Bra006229	EUCA	ch	OK	14.4999	26.4779	0.868746	0.79417	0.00045	0.0099419	yes
171	XLOC_009274	Bra006254	EUCA	ch	OK	7.80722	17.8269	1.19117	0.876808	1e-04	0.00321	yes
172	XLOC_009372	NA	EUCA	ch	OK	2.73951	6.56799	1.26153	0.971739	5e-05	0.00186884	yes
173	XLOC_009407	Bra006561	EUCA	ch	OK	0.64657	9.78529	3.91974	0.414994	0.00045	0.0099419	yes
174	XLOC_009421	Bra006593	EUCA	ch	OK	13.619	5.85395	-1.21813	-0.704419	0.00205	0.0302347	yes
175	XLOC_009434	Bra006629	EUCA	ch	OK	3.36438	9.581	1.50984	0.844021	3e-04	0.00740769	yes
176	XLOC_009440	Bra006645	EUCA	ch	OK	11.1186	1.06836	-3.3795	-1.43087	2e-04	0.0055401	yes
177	XLOC_009458	Bra006685	EUCA	ch	OK	12.1656	31.8638	1.38911	0.825736	4e-04	0.00917143	yes
178	XLOC_009470	Bra006716	EUCA	ch	OK	13.7673	4.70495	-1.54899	-0.992279	1e-04	0.00321	yes
179	XLOC_009494	Bra006772	EUCA	ch	OK	37.9875	109.401	1.52603	0.786539	0.002	0.0296174	yes
180	XLOC_009533	Bra006851,Bra006852	EUCA	ch	OK	9.39268	16.7018	0.830396	0.660297	0.0027	0.036425	yes
181	XLOC_009555	Bra028951	EUCA	ch	OK	0.926688	13.3171	3.84505	0.486642	5e-05	0.00186884	yes
182	XLOC_009705	Bra022815	EUCA	ch	OK	182.729	88.1554	-1.05159	-0.995359	5e-05	0.00186884	yes
183	XLOC_009727	Bra022864	EUCA	ch	OK	10.1435	5.00548	-1.01897	-0.736683	4e-04	0.00917143	yes
184	XLOC_009755	Bra022917	EUCA	ch	OK	3.10812	7.18884	1.20972	0.886679	1e-04	0.00321	yes
185	XLOC_009775	Bra022948	EUCA	ch	OK	8.04919	1.8881	-2.09191	-0.896016	5e-05	0.00186884	yes
186	XLOC_009918	Bra000135	EUCA	ch	OK	49.1172	14.695	-1.7409	-0.693795	0.00155	0.0249509	yes
187	XLOC_009922	Bra000149	EUCA	ch	OK	13.4537	75.8307	2.49478	2.0173	5e-05	0.00186884	yes
188	XLOC_009955	Bra000214	EUCA	ch	OK	22.6053	6.02429	-1.9078	-0.836869	1e-04	0.00321	yes
189	XLOC_009971	Bra000243	EUCA	ch	OK	2.36174	7.23236	1.61462	0.771274	0.00025	0.00655889	yes
190	XLOC_010043	Bra000401	EUCA	ch	OK	55.8553	16.6061	-1.74998	-1.04916	0.00025	0.00655889	yes
191	XLOC_010076	Bra000477	EUCA	ch	OK	19.9979	9.38456	-1.09149	-0.758362	0.0015	0.0244343	yes
192	XLOC_010078	Bra000481	EUCA	ch	OK	542.019	258.404	-1.06872	-0.688522	0.0022	0.0318024	yes
193	XLOC_010080	Bra000487	EUCA	ch	OK	0.237227	7.59407	5.00054	1.385	5e-05	0.00186884	yes
194	XLOC_010141	Bra000595	EUCA	ch	OK	10.0308	3.56042	-1.49431	-0.919191	0.0013	0.0220656	yes
195	XLOC_010162	Bra000643,Bra000644	EUCA	ch	OK	7.17902	3.92552	-0.870905	-0.573709	0.00155	0.0249509	yes
196	XLOC_010215	Bra000733,Bra000734	EUCA	ch	OK	12.5515	31.5778	1.33105	0.84612	1e-04	0.00321	yes
197	XLOC_010227	Bra000760	EUCA	ch	OK	8.83745	1.38522	-2.67351	-1.28554	5e-05	0.00186884	yes
198	XLOC_010255	Bra000806	EUCA	ch	OK	16.2111	3.3618	-2.26968	-1.22664	0.0032	0.0406575	yes
199	XLOC_010271	Bra000842	EUCA	ch	OK	4.92504	10.1062	1.03704	0.683983	0.004	0.0464426	yes
200	XLOC_010286	Bra000875,Bra000876	EUCA	ch	OK	3.1516	18.252	2.5339	0.971809	5e-05	0.00186884	yes
201	XLOC_010302	Bra000905	EUCA	ch	OK	10.0883	3.5798	-1.49474	-0.84331	0.00015	0.00446076	yes
202	XLOC_010307	Bra000914,Bra000915	EUCA	ch	OK	94.2265	164.418	0.803164	0.743421	0.00065	0.012875	yes
203	XLOC_010310	Bra000919	EUCA	ch	OK	2.1207	6.07111	1.51742	0.988034	6e-04	0.0122629	yes
204	XLOC_010320	Bra000938	EUCA	ch	OK	25.0485	12.1445	-1.04442	-0.631247	0.0023	0.0325158	yes
205	XLOC_010328	Bra000955	EUCA	ch	OK	9.9575	22.8058	1.19554	0.828299	2e-04	0.0055401	yes
206	XLOC_010367	Bra001040	EUCA	ch	OK	10.3646	5.42538	-0.933866	-0.655812	0.0013	0.0220656	yes
207	XLOC_010388	Bra001085	EUCA	ch	OK	22.6126	9.71677	-1.21858	-0.823216	0.00155	0.0249509	yes
208	XLOC_010391	Bra001090	EUCA	ch	OK	35.2584	15.7175	-1.1656	-0.851472	0.001	0.0181296	yes
209	XLOC_010406	Bra001124	EUCA	ch	OK	2.5797	7.62073	1.56273	0.904189	0.00185	0.028121	yes
210	XLOC_010572	Bra001489	EUCA	ch	OK	30.1673	63.5442	1.07478	0.837923	5e-05	0.00186884	yes
211	XLOC_010618	Bra001586,Bra001587	EUCA	ch	OK	2.97905	7.88296	1.40389	0.589278	0.00015	0.00446076	yes
212	XLOC_010720	Bra001789,Bra001790	EUCA	ch	OK	5.48924	9.44412	0.78281	0.653769	0.00165	0.0260233	yes
213	XLOC_010740	NA	EUCA	ch	OK	0.80885	6.27505	2.95568	0.939289	5e-05	0.00186884	yes
214	XLOC_010743	Bra001841	EUCA	ch	OK	7.02016	3.56504	-0.977586	-0.634101	0.0031	0.0398509	yes
215	XLOC_010768	Bra001888,Bra001889	EUCA	ch	OK	14.769	0.690024	-4.41978	-1.44971	5e-05	0.00186884	yes
216	XLOC_010769	Bra001891	EUCA	ch	OK	40.3473	20.3333	-0.988628	-0.697685	3e-04	0.00740769	yes
217	XLOC_010846	NA	EUCA	ch	OK	21.5474	39.7084	0.881932	0.675466	0.00275	0.0368264	yes
218	XLOC_010883	Bra013102,Bra013103	EUCA	ch	OK	24.1005	11.385	-1.08193	-0.74727	0.00205	0.0302347	yes
