Row.names	x	sample_1	sample_2	status	value_1	value_2	log2_fold_change	test_stat	p_value	q_value	significant
57	XLOC_000359	Bra011063	EUCA	tril	OK	0.37773	8.92507	4.56244	1.09807	5e-05	0.000289444	yes
58	XLOC_000361	Bra011059	EUCA	tril	OK	3.39766	11.5256	1.76223	1.22489	5e-05	0.000289444	yes
59	XLOC_000376	Bra040170,Bra040171,Bra040172	EUCA	tril	OK	10.306	6.08359	-0.760493	-0.597665	0.0065	0.0190192	yes
60	XLOC_000379	Bra040178	EUCA	tril	OK	4.00232	14.8022	1.8869	1.58481	5e-05	0.000289444	yes
61	XLOC_000381	Bra040182	EUCA	tril	OK	11.4854	7.57193	-0.601066	-0.541018	0.01085	0.0293152	yes
62	XLOC_000393	Bra013287	EUCA	tril	OK	6.38175	9.76055	0.61301	0.604775	0.01725	0.0430387	yes
63	XLOC_000402	Bra013300,Bra013301	EUCA	tril	OK	21.8437	9.15351	-1.25482	-1.05472	5e-05	0.000289444	yes
64	XLOC_000408	Bra013317,Bra013353	EUCA	tril	OK	4.25956	8.60662	1.01474	0.329576	0.0127	0.0335114	yes
65	XLOC_000413	Bra013324,Bra013326	EUCA	tril	OK	3.99124	9.05953	1.1826	0.251989	0.00515	0.0156633	yes
66	XLOC_000418	Bra013335,Bra013336	EUCA	tril	OK	3.25825	8.57772	1.3965	0.32502	0.00175	0.00633415	yes
67	XLOC_000421	Bra013341,Bra013342,Bra013344	EUCA	tril	OK	9.86063	30.9499	1.65018	0.608944	0.00025	0.00121664	yes
68	XLOC_000427	Bra013359,Bra013360	EUCA	tril	OK	10.3505	6.49255	-0.672837	-0.566183	0.01515	0.0387275	yes
69	XLOC_000435	Bra013375	EUCA	tril	OK	1.72247	5.63173	1.7091	0.697775	0.0064	0.0188036	yes
70	XLOC_000436	Bra013377	EUCA	tril	OK	36.9595	102.071	1.46556	1.38723	5e-05	0.000289444	yes
71	XLOC_000456	Bra013425	EUCA	tril	OK	50.3943	76.2771	0.59799	0.673385	0.00335	0.0109	yes
72	XLOC_000457	Bra013428	EUCA	tril	OK	36.0919	67.5184	0.903606	0.964014	5e-05	0.000289444	yes
73	XLOC_000468	Bra013450	EUCA	tril	OK	76.4432	142.558	0.899084	1.05723	5e-05	0.000289444	yes
74	XLOC_000471	Bra013456	EUCA	tril	OK	4.33168	7.56525	0.804462	0.714275	0.00295	0.00978557	yes
75	XLOC_000472	Bra013457,Bra013458	EUCA	tril	OK	179.082	277.756	0.633195	0.669188	0.00655	0.0191499	yes
76	XLOC_000473	Bra013460	EUCA	tril	OK	3.60051	8.02149	1.15567	0.741985	0.0025	0.00853311	yes
77	XLOC_000474	Bra013461	EUCA	tril	OK	7.5394	12.8689	0.771373	0.649397	0.0034	0.0110225	yes
78	XLOC_000503	Bra013517	EUCA	tril	OK	1207.43	456.156	-1.40434	-1.83753	5e-05	0.000289444	yes
79	XLOC_000507	Bra013527,Bra013528	EUCA	tril	OK	14.8154	23.8544	0.687161	0.648027	0.00095	0.00378763	yes
80	XLOC_000510	Bra013540,Bra013541	EUCA	tril	OK	4.85345	11.2168	1.20858	0.766891	0.002	0.0071165	yes
81	XLOC_000516	Bra013551,Bra013552	EUCA	tril	OK	6.46442	1.19	-2.44156	-0.459762	1e-04	0.000540646	yes
82	XLOC_000533	Bra013589	EUCA	tril	OK	1.20382	61.9844	5.68622	2.38138	5e-05	0.000289444	yes
83	XLOC_000554	Bra013632	EUCA	tril	OK	32.2478	9.33286	-1.78881	-1.85999	5e-05	0.000289444	yes
84	XLOC_000555	Bra013634	EUCA	tril	OK	9.11024	16.7074	0.874929	0.682297	0.0083	0.0233248	yes
85	XLOC_000564	Bra013653	EUCA	tril	OK	525.602	927.429	0.819267	0.966488	5e-05	0.000289444	yes
86	XLOC_000571	Bra013674	EUCA	tril	OK	5.77383	91.7766	3.99053	3.11724	0.00265	0.00894542	yes
87	XLOC_000574	Bra013678,Bra013681	EUCA	tril	OK	10.7292	6.45982	-0.731972	-0.543199	0.0099	0.0270277	yes
88	XLOC_000579	Bra013690	EUCA	tril	OK	33.268	17.9886	-0.88705	-0.796074	0.00085	0.00345315	yes
89	XLOC_000583	Bra013697	EUCA	tril	OK	27.9245	13.1904	-1.08204	-1.17143	5e-05	0.000289444	yes
90	XLOC_000585	Bra013702	EUCA	tril	OK	66.705	3.52281	-4.243	-1.88825	0.0122	0.0323753	yes
91	XLOC_000591	Bra013711	EUCA	tril	OK	0.332745	7.67215	4.52714	1.61178	1e-04	0.000540646	yes
92	XLOC_000603	Bra013740	EUCA	tril	OK	8.03357	0.397649	-4.33647	-0.63745	5e-05	0.000289444	yes
93	XLOC_000606	Bra013747	EUCA	tril	OK	19.3395	12.6577	-0.61154	-0.698834	0.00175	0.00633415	yes
94	XLOC_000611	Bra013754,Bra013755	EUCA	tril	OK	5.36237	11.7493	1.13163	0.946742	5e-05	0.000289444	yes
95	XLOC_000616	Bra013761,Bra013762	EUCA	tril	OK	10.5709	4.41221	-1.26053	-1.07558	5e-05	0.000289444	yes
96	XLOC_000621	Bra013770	EUCA	tril	OK	8.03027	4.869	-0.721821	-0.531672	0.01755	0.0437363	yes
97	XLOC_000628	Bra013785	EUCA	tril	OK	10.872	0.801092	-3.7625	-1.13363	5e-05	0.000289444	yes
98	XLOC_000629	Bra013786,Bra013788	EUCA	tril	OK	28.3108	7.59611	-1.89802	-1.89008	5e-05	0.000289444	yes
99	XLOC_000640	Bra013802,Bra013803,Bra013804	EUCA	tril	OK	13.2643	1.5471	-3.09991	-1.70301	5e-05	0.000289444	yes
100	XLOC_000652	Bra013836,Bra013837	EUCA	tril	OK	1.19102	6.45401	2.438	0.78958	5e-05	0.000289444	yes
101	XLOC_000655	Bra013848,Bra013849,Bra013850	EUCA	tril	OK	25.4517	51.778	1.02458	0.685888	0.0056	0.0168314	yes
102	XLOC_000661	Bra013860,Bra013861	EUCA	tril	OK	82.9611	178.627	1.10645	0.75465	0.00725	0.0208217	yes
103	XLOC_000669	Bra013873	EUCA	tril	OK	1.64578	8.12639	2.30385	1.2926	5e-05	0.000289444	yes
104	XLOC_000683	Bra013899	EUCA	tril	OK	9.41793	24.3646	1.37131	1.00034	0.00015	0.00077576	yes
105	XLOC_000696	Bra013924	EUCA	tril	OK	14.5707	24.3824	0.742775	0.643728	0.00695	0.0201381	yes
106	XLOC_000720	Bra039775	EUCA	tril	OK	2.12452	23.0465	3.43934	1.97327	5e-05	0.000289444	yes
107	XLOC_000734	Bra026426,Bra026427,Bra026429	EUCA	tril	OK	65.6667	109.325	0.735393	0.751594	4e-04	0.00183265	yes
108	XLOC_000764	Bra026361	EUCA	tril	OK	13.872	5.46718	-1.34331	-0.940748	5e-05	0.000289444	yes
109	XLOC_000804	Bra026253	EUCA	tril	OK	9.74683	5.52328	-0.819406	-0.676955	0.00325	0.0106132	yes
110	XLOC_000813	Bra026238	EUCA	tril	OK	5.89056	23.984	2.0256	1.20956	5e-05	0.000289444	yes
111	XLOC_000816	Bra026231	EUCA	tril	OK	8.66939	15.8837	0.873544	0.686708	0.0044	0.013693	yes
112	XLOC_000817	Bra026230	EUCA	tril	OK	3.19785	7.56555	1.24234	1.00556	5e-05	0.000289444	yes
113	XLOC_000822	Bra040108	EUCA	tril	OK	89.6168	264.187	1.55972	1.8301	5e-05	0.000289444	yes
114	XLOC_000833	Bra040093	EUCA	tril	OK	28.8798	12.6542	-1.19045	-1.39019	5e-05	0.000289444	yes
115	XLOC_000836	Bra038503	EUCA	tril	OK	31.7055	20.204	-0.650092	-0.589807	0.01715	0.042849	yes
116	XLOC_000849	Bra038480	EUCA	tril	OK	1.65715	11.4185	2.7846	1.14315	0.00445	0.0138125	yes
117	XLOC_000872	Bra033547	EUCA	tril	OK	9.03498	3.51242	-1.36306	-0.798586	0.00075	0.00311416	yes
118	XLOC_000892	Bra033515,Bra033516,Bra033517	EUCA	tril	OK	16.7691	7.32518	-1.19487	-1.05063	5e-05	0.000289444	yes
119	XLOC_000901	Bra033493	EUCA	tril	OK	1522.73	185.645	-3.03604	-1.33318	4e-04	0.00183265	yes
120	XLOC_000905	Bra039538	EUCA	tril	OK	2.82694	11.1266	1.9767	1.59535	5e-05	0.000289444	yes
121	XLOC_000926	Bra036920	EUCA	tril	OK	13.3129	4.79071	-1.47451	-1.03247	3e-04	0.0014244	yes
122	XLOC_000958	Bra037609	EUCA	tril	OK	767.772	461.744	-0.733583	-0.810884	0.00035	0.00162792	yes
123	XLOC_000999	Bra033787,Bra033788	EUCA	tril	OK	66.5648	111.144	0.739598	0.743994	0.00115	0.00445256	yes
124	XLOC_001033	Bra029933	EUCA	tril	OK	15.4333	40.123	1.37839	1.29425	5e-05	0.000289444	yes
125	XLOC_001052	Bra029969	EUCA	tril	OK	0.661582	9.62374	3.86261	1.06955	5e-05	0.000289444	yes
126	XLOC_001094	Bra038876	EUCA	tril	OK	1.63274	20.2722	3.63414	0.988027	0.0021	0.0074206	yes
127	XLOC_001095	Bra038876	EUCA	tril	OK	13.3383	95.0755	2.8335	1.03787	0.0065	0.0190192	yes
128	XLOC_001111	Bra038903,Bra038904,Bra038905	EUCA	tril	OK	117.314	42.6661	-1.45921	-0.741973	0.00195	0.00697097	yes
129	XLOC_001126	Bra035446	EUCA	tril	OK	93.6101	24.8316	-1.91449	-2.11461	5e-05	0.000289444	yes
130	XLOC_001131	Bra035440	EUCA	tril	OK	2.14112	5.99461	1.4853	0.981338	0.00075	0.00311416	yes
131	XLOC_001152	Bra035407	EUCA	tril	OK	11.9717	2.46023	-2.28276	-2.03863	5e-05	0.000289444	yes
132	XLOC_001157	Bra031522	EUCA	tril	OK	5.94227	13.4678	1.18043	1.13559	5e-05	0.000289444	yes
133	XLOC_001181	Bra031484	EUCA	tril	OK	1.80748	11.8916	2.71789	1.90447	5e-05	0.000289444	yes
134	XLOC_001194	Bra031450,Bra031451	EUCA	tril	OK	11.8691	24.0961	1.0216	0.965198	5e-05	0.000289444	yes
135	XLOC_001198	Bra031444,Bra031445	EUCA	tril	OK	10.303	15.0733	0.548924	0.606653	0.00955	0.0262057	yes
136	XLOC_001199	Bra031442,Bra031443	EUCA	tril	OK	6.13092	10.8732	0.826603	0.811413	5e-05	0.000289444	yes
137	XLOC_001226	Bra031393	EUCA	tril	OK	11.9108	28.306	1.24884	1.03908	0.00015	0.00077576	yes
138	XLOC_001237	Bra028367	EUCA	tril	OK	5.57336	3.23296	-0.785693	-0.626855	0.00545	0.0164636	yes
139	XLOC_001241	Bra028361	EUCA	tril	OK	19.4889	28.9458	0.570701	0.608528	0.01265	0.0334123	yes
140	XLOC_001244	Bra028353	EUCA	tril	OK	6.08365	1.13758	-2.41897	-1.50584	5e-05	0.000289444	yes
141	XLOC_001252	Bra028335	EUCA	tril	OK	4.29406	9.53341	1.15065	0.823179	6e-04	0.00258753	yes
142	XLOC_001277	Bra023766	EUCA	tril	OK	44.1662	21.8432	-1.01576	-1.13306	5e-05	0.000289444	yes
143	XLOC_001292	Bra023796	EUCA	tril	OK	2.37438	15.347	2.69233	1.62437	5e-05	0.000289444	yes
144	XLOC_001294	Bra023798	EUCA	tril	OK	17.2026	10.2709	-0.744068	-0.618644	0.007	0.0202447	yes
145	XLOC_001312	NA	EUCA	tril	OK	0.665819	7.48408	3.49062	1.34561	0.01435	0.0370179	yes
146	XLOC_001317	NA	EUCA	tril	OK	0.238023	21.9469	6.52677	2.3995	0.0136	0.0354155	yes
147	XLOC_001320	Bra023838	EUCA	tril	OK	3.97525	42.4031	3.41505	1.75078	5e-05	0.000289444	yes
148	XLOC_001325	Bra023848	EUCA	tril	OK	2.14455	7.73014	1.84982	1.42294	5e-05	0.000289444	yes
149	XLOC_001342	NA	EUCA	tril	OK	14.8973	3.79383	-1.97333	-1.26724	5e-05	0.000289444	yes
150	XLOC_001357	Bra023912	EUCA	tril	OK	4.00002	8.48968	1.0857	0.765931	0.0048	0.014741	yes
151	XLOC_001365	NA	EUCA	tril	OK	0.750135	5.36484	2.83831	1.20538	0.0035	0.0113023	yes
152	XLOC_001370	Bra023936	EUCA	tril	OK	3.17617	11.5686	1.86486	0.94503	0.00035	0.00162792	yes
153	XLOC_001371	Bra023938	EUCA	tril	OK	9.34829	15.7268	0.750446	0.718369	0.0074	0.0211787	yes
154	XLOC_001377	Bra038257,Bra038259,Bra038260	EUCA	tril	OK	15.6359	26.8632	0.780762	0.68564	0.00205	0.00728232	yes
155	XLOC_001384	Bra038238,Bra038239	EUCA	tril	OK	28.1336	2.25539	-3.64084	-2.47514	5e-05	0.000289444	yes
156	XLOC_001405	Bra037536	EUCA	tril	OK	43.6116	66.3721	0.605865	0.715391	9e-04	0.00361789	yes
157	XLOC_001429	Bra037580	EUCA	tril	OK	49.1086	24.2048	-1.02068	-1.19742	5e-05	0.000289444	yes
158	XLOC_001434	Bra037587	EUCA	tril	OK	6.48894	3.26333	-0.99164	-0.649178	0.00415	0.0130208	yes
159	XLOC_001446	Bra021314	EUCA	tril	OK	0.636596	15.3055	4.58753	1.62734	5e-05	0.000289444	yes
160	XLOC_001457	Bra021288	EUCA	tril	OK	32.355	21.6848	-0.577302	-0.5998	0.012	0.0318919	yes
161	XLOC_001500	Bra021214,Bra021215	EUCA	tril	OK	11.2104	6.05902	-0.887684	-0.813018	0.00015	0.00077576	yes
162	XLOC_001522	Bra021163	EUCA	tril	OK	163.186	65.4753	-1.31749	-1.22771	5e-05	0.000289444	yes
163	XLOC_001533	Bra021131	EUCA	tril	OK	11.5738	43.7526	1.91851	1.37595	5e-05	0.000289444	yes
164	XLOC_001537	Bra021125	EUCA	tril	OK	1.29208	6.84317	2.40497	1.07271	0.002	0.0071165	yes
165	XLOC_001538	Bra021122	EUCA	tril	OK	7.41189	0.991406	-2.90229	-1.43556	5e-05	0.000289444	yes
166	XLOC_001545	Bra021100,Bra021101	EUCA	tril	OK	17.8217	3.62431	-2.29786	-1.1256	0.00025	0.00121664	yes
167	XLOC_001557	NA	EUCA	tril	OK	23.4078	2.33802	-3.32363	-1.30321	5e-05	0.000289444	yes
168	XLOC_001582	Bra021550,Bra021551	EUCA	tril	OK	4.55304	11.131	1.28968	1.2464	5e-05	0.000289444	yes
169	XLOC_001583	Bra021548,Bra021549	EUCA	tril	OK	13.839	38.4375	1.47377	1.44631	5e-05	0.000289444	yes
170	XLOC_001587	Bra021543	EUCA	tril	OK	8.98081	5.08408	-0.82086	-0.645177	0.00475	0.0146126	yes
171	XLOC_001593	Bra021529,Bra021530	EUCA	tril	OK	16.6013	10.8833	-0.609174	-0.58038	0.013	0.0341266	yes
172	XLOC_001612	Bra038743	EUCA	tril	OK	22.0311	67.4165	1.61356	1.23743	5e-05	0.000289444	yes
173	XLOC_001616	Bra038735	EUCA	tril	OK	4.14971	6.21245	0.582153	0.591002	0.0128	0.0337254	yes
174	XLOC_001630	Bra038703	EUCA	tril	OK	2.73273	9.94559	1.86371	1.2991	5e-05	0.000289444	yes
175	XLOC_001643	Bra038678	EUCA	tril	OK	6.77704	1.93484	-1.80844	-0.885177	0.00025	0.00121664	yes
176	XLOC_001645	Bra038675	EUCA	tril	OK	9.38983	18.1008	0.946883	0.874968	5e-04	0.00222059	yes
177	XLOC_001654	Bra034169	EUCA	tril	OK	8.28506	13.14	0.665378	0.546883	0.02065	0.0499749	yes
178	XLOC_001669	Bra034141	EUCA	tril	OK	8.65408	18.3802	1.0867	1.05632	5e-05	0.000289444	yes
179	XLOC_001670	Bra034140	EUCA	tril	OK	10.9193	22.3402	1.03276	0.89655	0.00045	0.00202708	yes
180	XLOC_001695	NA	EUCA	tril	OK	11.2508	27.6878	1.29922	1.32982	5e-05	0.000289444	yes
181	XLOC_001696	Bra034093	EUCA	tril	OK	11.3948	23.4039	1.03837	0.634578	0.0077	0.0218912	yes
182	XLOC_001697	Bra034091,Bra034092	EUCA	tril	OK	14.4528	25.0397	0.792872	0.842661	2e-04	0.00100431	yes
183	XLOC_001699	Bra034087	EUCA	tril	OK	9.2316	2.47319	-1.90021	-0.604058	0.0023	0.00798003	yes
184	XLOC_001706	Bra034077	EUCA	tril	OK	61.1711	29.2464	-1.06459	-0.882037	0.00015	0.00077576	yes
185	XLOC_001725	Bra040051,Bra040053	EUCA	tril	OK	17.5205	7.18517	-1.28595	-0.801875	0.0019	0.00681952	yes
186	XLOC_001726	Bra040048,Bra040049	EUCA	tril	OK	5.86568	2.52759	-1.21454	-0.674342	0.0098	0.0268025	yes
187	XLOC_001757	Bra040299	EUCA	tril	OK	6.05014	1.14617	-2.40015	-1.46488	5e-05	0.000289444	yes
188	XLOC_001762	Bra040286	EUCA	tril	OK	73.0878	10.681	-2.77458	-1.9656	5e-05	0.000289444	yes
189	XLOC_001763	Bra040285	EUCA	tril	OK	8.60159	5.56671	-0.627778	-0.570116	0.01135	0.0304742	yes
190	XLOC_001768	Bra040276	EUCA	tril	OK	4.52579	17.1829	1.92473	1.82491	5e-05	0.000289444	yes
191	XLOC_001780	Bra040237	EUCA	tril	OK	6.38417	4.15642	-0.619157	-0.638515	0.00885	0.0246252	yes
192	XLOC_001787	Bra040247	EUCA	tril	OK	37.2525	4.80198	-2.95564	-1.99184	5e-05	0.000289444	yes
193	XLOC_001794	Bra040121,Bra040122	EUCA	tril	OK	12.5452	7.48163	-0.745714	-0.574119	0.01175	0.0313831	yes
194	XLOC_001800	Bra040139,Bra040140	EUCA	tril	OK	7.56513	2.18937	-1.78885	-1.61586	5e-05	0.000289444	yes
195	XLOC_001814	Bra036425,Bra036426,Bra036427	EUCA	tril	OK	7.53148	15.4267	1.03442	0.567595	0.00295	0.00978557	yes
196	XLOC_001834	Bra021373,Bra021374,Bra021375	EUCA	tril	OK	12.8385	20.3143	0.662013	0.634694	0.00485	0.014869	yes
197	XLOC_001842	Bra021411,Bra021412	EUCA	tril	OK	6.13822	10.545	0.780662	0.676592	0.00115	0.00445256	yes
198	XLOC_001845	Bra021417	EUCA	tril	OK	126.972	187.092	0.559229	0.621409	0.0034	0.0110225	yes
199	XLOC_001870	Bra040507	EUCA	tril	OK	6.90467	2.28598	-1.59476	-0.86138	0.00065	0.00276644	yes
200	XLOC_001871	Bra040510	EUCA	tril	OK	7.3863	13.2457	0.842606	0.731846	0.00115	0.00445256	yes
201	XLOC_001910	Bra011823,Bra011824	EUCA	tril	OK	9.92987	1.68618	-2.55802	-1.2739	5e-05	0.000289444	yes
202	XLOC_001915	Bra011810,Bra011811,Bra011813	EUCA	tril	OK	215.161	60.6435	-1.82699	-1.13493	5e-05	0.000289444	yes
203	XLOC_001916	Bra011808	EUCA	tril	OK	17.5262	9.0997	-0.94562	-0.877827	1e-04	0.000540646	yes
204	XLOC_001922	Bra011799	EUCA	tril	OK	6.00676	10.0254	0.739007	0.585097	0.01	0.0272868	yes
205	XLOC_001933	Bra011778	EUCA	tril	OK	30.2453	0.594724	-5.66835	-1.35749	0.00165	0.00603125	yes
206	XLOC_001955	Bra011736	EUCA	tril	OK	17.2815	6.01678	-1.52217	-1.53578	5e-05	0.000289444	yes
207	XLOC_001962	Bra011719	EUCA	tril	OK	12.944	63.2525	2.28884	1.91998	5e-05	0.000289444	yes
208	XLOC_001978	Bra011664	EUCA	tril	OK	13.4638	6.86686	-0.971364	-0.621074	0.00825	0.0231965	yes
209	XLOC_001986	Bra011646,Bra011647	EUCA	tril	OK	2.78085	5.98491	1.1058	0.683732	0.0032	0.0104723	yes
210	XLOC_001987	Bra011643,Bra011644	EUCA	tril	OK	3.56933	8.06658	1.17631	0.763712	0.00085	0.00345315	yes
211	XLOC_001991	Bra011636	EUCA	tril	OK	15.1512	27.171	0.842633	0.655644	0.00985	0.0269255	yes
212	XLOC_002006	Bra011616	EUCA	tril	OK	160.635	288.803	0.846302	0.74234	0.0011	0.00430248	yes
213	XLOC_002011	Bra011607,Bra011608	EUCA	tril	OK	6.46282	2.09435	-1.62566	-0.895372	1e-04	0.000540646	yes
214	XLOC_002012	Bra011605	EUCA	tril	OK	19.3595	31.1735	0.687274	0.782942	0.00065	0.00276644	yes
215	XLOC_002014	Bra011598	EUCA	tril	OK	6.4814	1.53963	-2.07372	-1.06353	5e-05	0.000289444	yes
216	XLOC_002018	Bra011585	EUCA	tril	OK	118.744	58.6012	-1.01885	-1.20955	5e-05	0.000289444	yes
