Row.names	x	sample_1	sample_2	status	value_1	value_2	log2_fold_change	test_stat	p_value	q_value	significant
28	XLOC_000640	Bra013802,Bra013803,Bra013804	EUCA	sylv	OK	13.224	2.5421	-2.37907	-1.32503	6e-04	0.00854912	yes
29	XLOC_000655	Bra013848,Bra013849,Bra013850	EUCA	sylv	OK	25.3866	6.26186	-2.0194	-0.954454	0.00105	0.0127647	yes
30	XLOC_000680	Bra013895	EUCA	sylv	OK	9.02984	24.9301	1.46511	1.25864	0.001	0.0123742	yes
31	XLOC_000767	Bra026349,Bra026350,Bra026351	EUCA	sylv	OK	139.319	72.9122	-0.934159	-1.00326	0.0017	0.0178068	yes
32	XLOC_000813	Bra026238	EUCA	sylv	OK	5.88177	41.1765	2.8075	1.57628	1e-04	0.00229054	yes
33	XLOC_000833	Bra040093	EUCA	sylv	OK	28.7948	9.39088	-1.61647	-1.71648	5e-05	0.00127487	yes
34	XLOC_000858	Bra038464	EUCA	sylv	OK	0.555944	12.4342	4.48323	1.71607	0.0039	0.0324353	yes
35	XLOC_000926	Bra036920	EUCA	sylv	OK	13.2608	1.58089	-3.06836	-1.50423	0.00075	0.0101208	yes
36	XLOC_000939	Bra036892	EUCA	sylv	OK	10.2064	2.41116	-2.08167	-1.50952	5e-05	0.00127487	yes
37	XLOC_001033	Bra029933	EUCA	sylv	OK	15.3701	50.9188	1.72807	1.57452	5e-05	0.00127487	yes
38	XLOC_001048	Bra029960,Bra029961	EUCA	sylv	OK	13.006	2.95959	-2.13571	-0.708786	0.00565	0.0421748	yes
39	XLOC_001111	Bra038903,Bra038904,Bra038905	EUCA	sylv	OK	117.042	18.08	-2.69456	-1.5316	5e-05	0.00127487	yes
40	XLOC_001126	Bra035446	EUCA	sylv	OK	93.3479	18.2245	-2.35674	-1.90964	5e-05	0.00127487	yes
41	XLOC_001152	Bra035407	EUCA	sylv	OK	11.9313	1.67572	-2.83189	-1.89832	5e-05	0.00127487	yes
42	XLOC_001325	Bra023848	EUCA	sylv	OK	2.13693	6.99283	1.71034	1.1498	4e-04	0.00647012	yes
43	XLOC_001342	NA	EUCA	sylv	OK	14.8164	2.05467	-2.85021	-1.77977	0.00055	0.00806195	yes
44	XLOC_001371	Bra023938	EUCA	sylv	OK	9.32224	0.809436	-3.52569	-1.64885	1e-04	0.00229054	yes
45	XLOC_001377	Bra038257,Bra038259,Bra038260	EUCA	sylv	OK	15.5859	5.45975	-1.51333	-0.957205	0.00035	0.00601268	yes
46	XLOC_001500	Bra021214,Bra021215	EUCA	sylv	OK	11.1685	4.31956	-1.37048	-1.06334	0.00095	0.0120478	yes
47	XLOC_001557	NA	EUCA	sylv	OK	23.264	167.448	2.84754	1.58007	3e-04	0.00539276	yes
48	XLOC_001599	Bra021516,Bra021517	EUCA	sylv	OK	22.1729	45.2709	1.02979	1.04989	0.001	0.0123742	yes
49	XLOC_001612	Bra038743	EUCA	sylv	OK	21.9986	4.01764	-2.45299	-1.56923	1e-04	0.00229054	yes
50	XLOC_001618	Bra038729	EUCA	sylv	OK	3.25363	8.42666	1.37291	1.05612	0.0032	0.0282375	yes
51	XLOC_001639	Bra038689,Bra038690	EUCA	sylv	OK	12.1355	22.2155	0.872326	0.70552	0.0052	0.0398598	yes
52	XLOC_001654	Bra034169	EUCA	sylv	OK	8.25396	22.9537	1.47557	1.21151	0.0012	0.0140251	yes
53	XLOC_001702	Bra034082	EUCA	sylv	OK	2.36924	7.2215	1.60788	1.11011	0.00225	0.0220205	yes
54	XLOC_001706	Bra034077	EUCA	sylv	OK	60.9093	16.3244	-1.89963	-1.37141	4e-04	0.00647012	yes
55	XLOC_001762	Bra040286	EUCA	sylv	OK	72.7689	12.1715	-2.57981	-1.78475	0.00015	0.00318717	yes
56	XLOC_001779	Bra040236	EUCA	sylv	OK	17.1175	6.63401	-1.36752	-1.0786	0.0019	0.019378	yes
57	XLOC_001787	Bra040247	EUCA	sylv	OK	37.0913	3.1421	-3.56128	-2.05824	0.00015	0.00318717	yes
58	XLOC_001800	Bra040139,Bra040140	EUCA	sylv	OK	7.53508	1.83523	-2.03766	-1.66942	5e-05	0.00127487	yes
59	XLOC_001801	Bra040142	EUCA	sylv	OK	21.4232	9.08159	-1.23816	-1.27369	2e-04	0.00395469	yes
60	XLOC_001908	Bra011830	EUCA	sylv	OK	54.5284	10.3229	-2.40116	-2.13096	5e-05	0.00127487	yes
61	XLOC_001945	Bra011753,Bra011754	EUCA	sylv	OK	57.7597	29.1978	-0.984205	-0.939564	0.00115	0.0135882	yes
62	XLOC_001962	Bra011719	EUCA	sylv	OK	12.9262	4.5434	-1.50845	-0.935917	0.00635	0.0452724	yes
63	XLOC_001991	Bra011636	EUCA	sylv	OK	15.0787	0.863202	-4.12667	-1.31312	3e-04	0.00539276	yes
64	XLOC_002005	Bra011617	EUCA	sylv	OK	5.0848	10.9834	1.11106	1.05368	0.0024	0.0231149	yes
65	XLOC_002018	Bra011585	EUCA	sylv	OK	118.363	51.0667	-1.21276	-1.19063	5e-04	0.00759326	yes
66	XLOC_002055	Bra011514	EUCA	sylv	OK	32.7598	7.90593	-2.05092	-1.60026	5e-05	0.00127487	yes
67	XLOC_002057	Bra011511	EUCA	sylv	OK	22.2538	7.9317	-1.48835	-1.21822	0.00035	0.00601268	yes
68	XLOC_002065	Bra011487,Bra011488,Bra011489	EUCA	sylv	OK	30.7935	91.0337	1.56377	1.46918	0.00075	0.0101208	yes
69	XLOC_002114	Bra011366	EUCA	sylv	OK	17.1382	3.44846	-2.31319	-2.03738	5e-05	0.00127487	yes
70	XLOC_002164	Bra011268	EUCA	sylv	OK	55.2084	14.5843	-1.92047	-1.80237	5e-05	0.00127487	yes
71	XLOC_002167	Bra011262,Bra011263,Bra011265	EUCA	sylv	OK	14.7519	2.16849	-2.76614	-1.30401	5e-05	0.00127487	yes
72	XLOC_002168	Bra011260	EUCA	sylv	OK	6.60236	0.38433	-4.10257	-0.918268	0.00355	0.0304659	yes
73	XLOC_002216	Bra011149	EUCA	sylv	OK	0.0656453	17.5913	8.06595	0.355499	0.00025	0.0046852	yes
74	XLOC_002224	Bra011123,Bra011124	EUCA	sylv	OK	12.9474	3.54958	-1.86695	-1.04859	0.00165	0.0174529	yes
75	XLOC_002232	Bra011099	EUCA	sylv	OK	46.4211	93.3892	1.00847	1.08795	0.00055	0.00806195	yes
76	XLOC_002240	Bra011085	EUCA	sylv	OK	22.46	5.89401	-1.93004	-1.49675	0.00015	0.00318717	yes
77	XLOC_002244	Bra011081	EUCA	sylv	OK	45.2365	80.9653	0.839819	0.935418	0.0038	0.0319602	yes
78	XLOC_002279	Bra040162	EUCA	sylv	OK	79.657	2.80625	-4.82709	-2.15728	5e-05	0.00127487	yes
79	XLOC_002292	Bra013259	EUCA	sylv	OK	9.64533	0.259388	-5.21665	-0.888856	0.00015	0.00318717	yes
80	XLOC_002316	Bra013314,Bra013315,Bra013316	EUCA	sylv	OK	187.872	375.465	0.998928	1.16158	0.00035	0.00601268	yes
81	XLOC_002340	Bra013374	EUCA	sylv	OK	19.0765	9.30584	-1.03559	-1.00666	0.00235	0.0227691	yes
82	XLOC_002347	Bra013393,Bra013394	EUCA	sylv	OK	158.06	22.8577	-2.78972	-1.18466	5e-05	0.00127487	yes
83	XLOC_002353	Bra013406,Bra013409	EUCA	sylv	OK	26.1069	0	-Inf	NA	5e-05	0.00127487	yes
84	XLOC_002365	Bra013431,Bra013432	EUCA	sylv	OK	9.59424	25.3823	1.40358	1.12793	0.0017	0.0178068	yes
85	XLOC_002423	Bra013576	EUCA	sylv	OK	933.187	398.683	-1.22692	-1.22209	6e-04	0.00854912	yes
86	XLOC_002480	Bra013682,Bra013684	EUCA	sylv	OK	0.808807	6.68859	3.04784	1.16409	4e-04	0.00647012	yes
87	XLOC_002540	Bra013832	EUCA	sylv	OK	189.351	77.847	-1.28235	-1.12543	7e-04	0.009689	yes
88	XLOC_002550	Bra013863,Bra013864,Bra013865,Bra013867,Bra013868	EUCA	sylv	OK	290.613	36.5823	-2.98988	-1.79364	5e-05	0.00127487	yes
89	XLOC_002566	Bra013912	EUCA	sylv	OK	15.8265	4.85355	-1.70523	-1.36054	4e-04	0.00647012	yes
90	XLOC_002580	Bra013948,Bra013949	EUCA	sylv	OK	6.52065	19.2262	1.55999	1.00317	0.0035	0.0301436	yes
91	XLOC_002592	Bra026455	EUCA	sylv	OK	40.5022	7.07585	-2.51703	-1.45173	1e-04	0.00229054	yes
92	XLOC_002644	Bra026348	EUCA	sylv	OK	10.5275	0.733787	-3.84266	-0.52235	0.00155	0.0166496	yes
93	XLOC_002673	Bra026273,Bra026274	EUCA	sylv	OK	11.932	1.46739	-3.02352	-1.00988	5e-05	0.00127487	yes
94	XLOC_002734	Bra038453,Bra038454	EUCA	sylv	OK	21.573	40.5303	0.909773	0.871571	0.0057	0.0424173	yes
95	XLOC_002741	Bra033545	EUCA	sylv	OK	79.6454	29.8535	-1.41569	-1.19301	5e-04	0.00759326	yes
96	XLOC_002767	Bra033495	EUCA	sylv	OK	126.129	51.4933	-1.29245	-1.4569	5e-05	0.00127487	yes
97	XLOC_002909	Bra029909	EUCA	sylv	OK	46.3901	10.3284	-2.1672	-1.46354	5e-05	0.00127487	yes
98	XLOC_003037	NA	EUCA	sylv	OK	0	23.6737	Inf	NA	5e-05	0.00127487	yes
99	XLOC_003093	Bra031426	EUCA	sylv	OK	79.1081	2.36929	-5.0613	-0.447175	3e-04	0.00539276	yes
100	XLOC_003139	Bra028333	EUCA	sylv	OK	2.13069	6.24859	1.55221	1.20982	0.00045	0.007078	yes
101	XLOC_003154	Bra023728	EUCA	sylv	OK	15.1129	2.3004	-2.71583	-1.48967	0.0062	0.0446299	yes
102	XLOC_003232	Bra023866,Bra023867	EUCA	sylv	OK	13.5895	1.58826	-3.09697	-2.02533	5e-05	0.00127487	yes
103	XLOC_003245	Bra023908	EUCA	sylv	OK	59.6039	15.7478	-1.92025	-1.61997	3e-04	0.00539276	yes
104	XLOC_003323	Bra037590	EUCA	sylv	OK	7.27213	3.58037	-1.02227	-0.765334	0.00475	0.0371751	yes
105	XLOC_003350	Bra021291,Bra021292,Bra021293	EUCA	sylv	OK	108.696	39.9698	-1.44331	-1.2587	0.00035	0.00601268	yes
106	XLOC_003375	Bra021232,Bra021234	EUCA	sylv	OK	81.0143	8.44313	-3.26233	-2.14535	0.00655	0.0461213	yes
107	XLOC_003402	Bra021182	EUCA	sylv	OK	0.186428	6.20716	5.05724	0.984061	0.0014	0.0155736	yes
108	XLOC_003446	Bra021102,Bra021103,Bra021104	EUCA	sylv	OK	4.40226	44.4237	3.33501	1.52947	5e-05	0.00127487	yes
109	XLOC_003474	Bra021555,Bra021556	EUCA	sylv	OK	145.665	20.9312	-2.79893	-2.00185	5e-05	0.00127487	yes
110	XLOC_003497	Bra021501	EUCA	sylv	OK	8.6457	3.12632	-1.46752	-1.18733	0.00035	0.00601268	yes
111	XLOC_003517	Bra038716	EUCA	sylv	OK	9.67981	27.131	1.48689	1.24034	4e-04	0.00647012	yes
112	XLOC_003544	Bra034171,Bra034172	EUCA	sylv	OK	5.51924	13.2179	1.25995	1.09726	0.00095	0.0120478	yes
113	XLOC_003568	Bra034118,Bra034119,Bra034120	EUCA	sylv	OK	4.20467	9.0486	1.1057	0.925343	0.00625	0.0448897	yes
114	XLOC_003616	Bra040041	EUCA	sylv	OK	9.32957	2.72034	-1.77802	-1.07804	0.00215	0.0213655	yes
115	XLOC_003634	Bra040368	EUCA	sylv	OK	2.43237	8.71434	1.84103	1.04345	0.00575	0.0426257	yes
116	XLOC_003652	Bra040221	EUCA	sylv	OK	1.57598	7.3251	2.2166	1.7397	0.00085	0.0110993	yes
117	XLOC_003679	Bra040146,Bra040147	EUCA	sylv	OK	2.69261	26.977	3.32466	1.15978	0.00045	0.007078	yes
118	XLOC_003727	Bra021457,Bra021458	EUCA	sylv	OK	36.0148	76.4252	1.08546	0.999235	0.00305	0.0274132	yes
119	XLOC_003747	Bra040511,Bra040512,Bra040514,Bra040515,Bra040516	EUCA	sylv	OK	11.5444	3.62796	-1.66997	-0.634362	6e-04	0.00854912	yes
120	XLOC_003752	NA	EUCA	sylv	OK	0.0448187	23.7407	9.04905	0.365688	0.00055	0.00806195	yes
121	XLOC_004391	NA	EUCA	sylv	OK	643.283	1761.05	1.45291	1.46081	5e-05	0.00127487	yes
122	XLOC_004490	Bra028837	EUCA	sylv	OK	15.56	43.222	1.47393	1.17542	0.00095	0.0120478	yes
123	XLOC_004508	Bra028798,Bra028799,Bra028800,Bra028801	EUCA	sylv	OK	12.5739	2.27734	-2.46501	-1.35366	5e-05	0.00127487	yes
124	XLOC_004520	Bra028773,Bra028774	EUCA	sylv	OK	16.3985	6.90509	-1.24783	-1.02228	0.00135	0.0151742	yes
125	XLOC_004552	Bra028707,Bra028708	EUCA	sylv	OK	6.54312	15.0756	1.20416	1.07435	0.00025	0.0046852	yes
126	XLOC_004584	Bra028641	EUCA	sylv	OK	8.02035	0.618512	-3.69679	-0.581041	0.00055	0.00806195	yes
127	XLOC_004655	Bra023364	EUCA	sylv	OK	39.9656	10.8971	-1.87481	-1.48805	1e-04	0.00229054	yes
128	XLOC_004741	Bra023530,Bra023531	EUCA	sylv	OK	3.97382	9.40388	1.24273	0.943288	0.00165	0.0174529	yes
129	XLOC_004747	Bra023545,Bra023546,Bra023547,Bra023548	EUCA	sylv	OK	6.60916	19.0672	1.52855	0.929074	0.00155	0.0166496	yes
130	XLOC_004752	Bra023559	EUCA	sylv	OK	21.4948	10.6868	-1.00816	-1.0528	0.00095	0.0120478	yes
131	XLOC_004815	Bra023706,Bra023707	EUCA	sylv	OK	112.274	27.8435	-2.01161	-2.07281	5e-05	0.00127487	yes
132	XLOC_004830	Bra020046	EUCA	sylv	OK	6.27677	26.532	2.07964	1.78918	5e-05	0.00127487	yes
133	XLOC_004852	Bra020097	EUCA	sylv	OK	0.414135	8.07648	4.28555	1.57659	5e-05	0.00127487	yes
134	XLOC_004896	Bra020206,Bra020207,Bra020208,Bra020209	EUCA	sylv	OK	11.2895	0.567439	-4.31437	-0.793181	5e-05	0.00127487	yes
135	XLOC_004926	Bra020280	EUCA	sylv	OK	14.0859	1.39224	-3.33877	-1.12626	5e-05	0.00127487	yes
136	XLOC_004978	Bra020391,Bra020393	EUCA	sylv	OK	22.8256	0.906594	-4.65405	-0.756357	5e-05	0.00127487	yes
137	XLOC_005000	Bra020430	EUCA	sylv	OK	4.66706	11.3767	1.2855	1.10132	0.00025	0.0046852	yes
138	XLOC_005010	Bra020445	EUCA	sylv	OK	156.702	1102.83	2.81511	37.7575	0.0037	0.0313368	yes
139	XLOC_005015	Bra035649	EUCA	sylv	OK	19.5901	10.3318	-0.923025	-0.973041	0.00305	0.0274132	yes
140	XLOC_005103	Bra022678	EUCA	sylv	OK	25.0828	105.078	2.06668	1.53153	5e-05	0.00127487	yes
141	XLOC_005222	Bra039746	EUCA	sylv	OK	34.9288	12.9595	-1.43041	-1.32292	2e-04	0.00395469	yes
142	XLOC_005227	Bra039762	EUCA	sylv	OK	11.1668	22.3896	1.00362	0.925145	0.00495	0.0383684	yes
143	XLOC_005347	Bra007877	EUCA	sylv	OK	50.9365	6.18363	-3.04218	-2.37872	5e-05	0.00127487	yes
144	XLOC_005395	Bra007971	EUCA	sylv	OK	3.15784	12.7289	2.01109	0.935082	0.00715	0.0494478	yes
145	XLOC_005433	NA	EUCA	sylv	OK	29.0131	7.82913	-1.88978	-1.97167	0.0022	0.0216844	yes
146	XLOC_005463	Bra008097	EUCA	sylv	OK	14.1439	1.77998	-2.99025	-1.72594	0.00335	0.0291628	yes
147	XLOC_005626	Bra008400	EUCA	sylv	OK	7.77968	2.21897	-1.80982	-1.20013	0.00045	0.007078	yes
148	XLOC_005676	Bra008507	EUCA	sylv	OK	61.6469	21.7639	-1.50209	-1.37371	5e-05	0.00127487	yes
149	XLOC_005685	Bra008526,Bra008527	EUCA	sylv	OK	1.03005	9.01685	3.12991	1.5584	0.00545	0.0411254	yes
150	XLOC_005712	Bra018554	EUCA	sylv	OK	8.77336	16.2006	0.884845	0.926204	0.00395	0.0327107	yes
151	XLOC_005790	Bra033207,Bra033208	EUCA	sylv	OK	15.1375	1.9981	-2.92143	-1.39374	5e-05	0.00127487	yes
152	XLOC_005806	Bra021967,Bra021968	EUCA	sylv	OK	25.2534	8.68701	-1.53954	-1.28663	0.00025	0.0046852	yes
153	XLOC_005828	Bra022019	EUCA	sylv	OK	180.437	93.0457	-0.955481	-1.06366	0.0011	0.0132068	yes
154	XLOC_005921	Bra026645	EUCA	sylv	OK	2.8002	14.505	2.37295	1.44934	0.00255	0.0241279	yes
155	XLOC_005955	Bra026590	EUCA	sylv	OK	47.0826	212.224	2.17233	2.79642	0.00665	0.0466559	yes
156	XLOC_005963	Bra026582	EUCA	sylv	OK	13.4279	3.61762	-1.89212	-1.1389	0.00405	0.0332546	yes
157	XLOC_005969	Bra026571	EUCA	sylv	OK	1.78613	7.05762	1.98234	1.13877	0.0058	0.0429306	yes
158	XLOC_006016	Bra036365	EUCA	sylv	OK	1273.69	7.0173	-7.50388	-5.16537	5e-05	0.00127487	yes
159	XLOC_006017	NA	EUCA	sylv	OK	10.019	0	-Inf	NA	5e-05	0.00127487	yes
160	XLOC_006060	Bra032984	EUCA	sylv	OK	193.77	5.65135	-5.0996	-3.42271	5e-05	0.00127487	yes
161	XLOC_006064	NA	EUCA	sylv	OK	0.487189	7.3243	3.91014	0.872166	0.00315	0.0279747	yes
162	XLOC_006081	Bra033022	EUCA	sylv	OK	2589.46	597.176	-2.11642	-1.93275	5e-05	0.00127487	yes
163	XLOC_006153	Bra020698	EUCA	sylv	OK	40.6753	0	-Inf	NA	5e-05	0.00127487	yes
164	XLOC_006154	Bra020697	EUCA	sylv	OK	32.5092	8.28038	-1.97308	-1.41815	0.00025	0.0046852	yes
165	XLOC_006197	Bra020605,Bra020606	EUCA	sylv	OK	10.06	4.13715	-1.28192	-0.999018	0.0027	0.0250338	yes
166	XLOC_006204	Bra020592,Bra020593,Bra020595,Bra020596	EUCA	sylv	OK	28.8131	6.1186	-2.23545	-1.65081	5e-05	0.00127487	yes
167	XLOC_006207	Bra020589,Bra020590	EUCA	sylv	OK	34.2846	2.89275	-3.56705	-1.82573	0.00025	0.0046852	yes
168	XLOC_006218	Bra020572	EUCA	sylv	OK	32.1452	3.28765	-3.28947	-2.2121	5e-05	0.00127487	yes
169	XLOC_006222	Bra020567	EUCA	sylv	OK	4.06897	11.6111	1.51276	1.28204	5e-05	0.00127487	yes
170	XLOC_006229	Bra020544	EUCA	sylv	OK	3.13311	9.39939	1.58497	0.961866	0.0022	0.0216844	yes
171	XLOC_006240	Bra020523	EUCA	sylv	OK	397.464	1588.78	1.99902	1.70006	5e-05	0.00127487	yes
172	XLOC_006257	NA	EUCA	sylv	OK	8.60969	0.992719	-3.1165	-1.46428	0.00335	0.0291628	yes
173	XLOC_006268	Bra020470	EUCA	sylv	OK	47.4529	13.7649	-1.7855	-1.13338	0.00125	0.0144526	yes
174	XLOC_006294	Bra029376,Bra029377,Bra029378,Bra029379	EUCA	sylv	OK	15.8921	5.18319	-1.6164	-1.37962	5e-05	0.00127487	yes
175	XLOC_006296	Bra029371	EUCA	sylv	OK	17.4724	7.10131	-1.29892	-0.859899	0.0062	0.0446299	yes
176	XLOC_006306	Bra029349,Bra029350	EUCA	sylv	OK	7.76373	1.04073	-2.89915	-1.13776	0.00235	0.0227692	yes
177	XLOC_006344	Bra029267	EUCA	sylv	OK	53.2239	25.9051	-1.03884	-0.952302	0.00175	0.0182124	yes
178	XLOC_006413	Bra031884,Bra031885,Bra031886	EUCA	sylv	OK	3.71633	14.2971	1.94377	0.962326	0.00205	0.0206042	yes
179	XLOC_006425	Bra031857	EUCA	sylv	OK	6.60149	3.11898	-1.08172	-0.82112	0.00635	0.0452724	yes
180	XLOC_006439	Bra031836	EUCA	sylv	OK	44.998	1.87708	-4.5833	-1.75577	0.002	0.0202487	yes
181	XLOC_006445	Bra031828	EUCA	sylv	OK	25.5573	5.23685	-2.28696	-1.46929	0.00295	0.0267878	yes
182	XLOC_006479	Bra028875	EUCA	sylv	OK	413.438	1.35237	-8.25604	-1.56872	0.00055	0.00806195	yes
183	XLOC_006483	Bra028864	EUCA	sylv	OK	7.70064	1.21351	-2.66579	-0.785933	0.0071	0.0491722	yes
184	XLOC_006565	Bra028666	EUCA	sylv	OK	31.3009	12.7108	-1.30015	-1.32274	1e-04	0.00229054	yes
185	XLOC_006585	Bra028611,Bra028612	EUCA	sylv	OK	12.6854	5.6846	-1.15804	-1.02426	6e-04	0.00854912	yes
186	XLOC_006586	Bra028604	EUCA	sylv	OK	9.18215	2.50212	-1.87568	-1.22125	0.00015	0.00318717	yes
187	XLOC_006591	Bra028592	EUCA	sylv	OK	12.6874	4.05771	-1.64466	-1.06617	0.0035	0.0301436	yes
188	XLOC_006593	Bra028589,Bra028590	EUCA	sylv	OK	39.8268	4.55336	-3.12874	-2.3344	5e-05	0.00127487	yes
189	XLOC_006670	Bra023435,Bra023436	EUCA	sylv	OK	6.43829	1.53171	-2.07153	-0.861886	0.00275	0.0254244	yes
190	XLOC_006677	Bra023446	EUCA	sylv	OK	17.5704	4.04319	-2.11958	-1.50468	0.00405	0.0332546	yes
191	XLOC_006727	Bra023563,Bra023564	EUCA	sylv	OK	44.2451	17.9324	-1.30295	-1.14643	0.00125	0.0144526	yes
192	XLOC_006738	Bra023592	EUCA	sylv	OK	7.7425	2.22056	-1.80188	-1.05804	0.00025	0.0046852	yes
193	XLOC_006766	Bra023646,Bra023647	EUCA	sylv	OK	6.63835	0.254692	-4.704	-0.583558	5e-05	0.00127487	yes
194	XLOC_006777	Bra023664	EUCA	sylv	OK	11.0078	0.751383	-3.87284	-1.23808	0.002	0.0202487	yes
195	XLOC_006781	Bra023670,Bra023671,Bra023672	EUCA	sylv	OK	1.53352	6.95664	2.18154	1.59088	1e-04	0.00229054	yes
196	XLOC_006819	Bra020067,Bra020068	EUCA	sylv	OK	18.4428	5.43037	-1.76393	-1.09298	5e-05	0.00127487	yes
197	XLOC_006838	Bra020115	EUCA	sylv	OK	29.4287	3.47885	-3.08054	-1.83189	0.0013	0.0148185	yes
198	XLOC_006842	Bra020123	EUCA	sylv	OK	11.4	22.9033	1.00652	0.809872	0.00535	0.0407197	yes
199	XLOC_006879	Bra020193	EUCA	sylv	OK	19.0589	5.82851	-1.70926	-1.18763	3e-04	0.00539276	yes
200	XLOC_006882	Bra020200	EUCA	sylv	OK	87.7876	7.37792	-3.57273	-2.75472	5e-05	0.00127487	yes
201	XLOC_006892	Bra020215	EUCA	sylv	OK	11.048	1.38387	-2.99701	-2.43228	5e-05	0.00127487	yes
202	XLOC_006923	Bra020275,Bra020276,Bra020277	EUCA	sylv	OK	4.62984	12.4785	1.43041	0.826342	4e-04	0.00647012	yes
203	XLOC_006924	Bra020279	EUCA	sylv	OK	0.893298	26.0849	4.86793	0.67814	0.0027	0.0250338	yes
204	XLOC_006929	Bra020288	EUCA	sylv	OK	1.90286	64.3107	5.07882	2.35662	0.00585	0.0431688	yes
205	XLOC_006930	Bra020293	EUCA	sylv	OK	8.46025	16.8458	0.993612	0.920054	0.0061	0.0441726	yes
206	XLOC_007020	Bra035634	EUCA	sylv	OK	0.922131	17.0932	4.21231	1.99157	5e-05	0.00127487	yes
207	XLOC_007081	Bra022717	EUCA	sylv	OK	2.50244	8.29145	1.72829	1.03587	0.0017	0.0178068	yes
208	XLOC_007084	Bra022709	EUCA	sylv	OK	54.5891	7.97735	-2.77463	-2.2939	5e-05	0.00127487	yes
209	XLOC_007107	Bra022660	EUCA	sylv	OK	13.3599	4.92698	-1.43913	-0.967435	0.0021	0.0209762	yes
210	XLOC_007147	Bra022585	EUCA	sylv	OK	3.30084	16.5234	2.32361	1.65148	5e-05	0.00127487	yes
211	XLOC_007170	Bra022536	EUCA	sylv	OK	2.69852	18.9483	2.81183	1.83699	5e-05	0.00127487	yes
212	XLOC_007192	Bra022497,Bra022498,Bra022499	EUCA	sylv	OK	6.31009	12.0589	0.934366	0.804552	0.0031	0.027734	yes
